Event	id_r	id_phi	id_eta	phi	phiB	quality	bx	pt
498	2	3	2	-685	-5	5	0	112.497
498	3	3	2	-692	-4	6	0	112.497
498	4	3	2	-696	0	5	0	112.497
499	1	4	-1	103	-7	6	0	99.8385
499	2	4	-1	94	-6	5	0	99.8385
499	3	4	-1	87	-2	6	0	99.8385
500	4	7	-1	1214	-2	6	0	151.992
500	1	7	0	1222	0	5	0	151.992
501	1	10	1	1126	-4	6	0	152.92
501	4	10	2	1115	-3	6	0	152.92
502	1	7	1	669	-4	6	0	131.703
502	2	7	1	663	-3	6	0	131.703
502	3	7	1	658	-6	5	0	131.703
502	4	7	2	655	-2	6	0	131.703
503	1	1	0	578	-30	5	0	153.25
503	2	1	0	580	-4	6	0	153.25
503	4	1	1	575	-20	2	0	153.25
503	4	2	1	-1570	1	6	0	153.25
504	2	8	-1	-856	-8	5	0	83.2669
505	2	10	-2	387	3	2	0	76.2789
505	3	10	-2	379	-2	5	0	76.2789
505	4	10	-2	377	-2	6	0	76.2789
505	1	10	-1	395	-7	6	0	76.2789
506	1	7	1	340	-5	6	0	124.042
506	2	7	1	315	-115	2	0	124.042
506	3	7	1	330	-4	4	0	124.042
506	4	7	1	328	-2	5	0	124.042
507	3	7	-2	132	-5	5	0	53.4576
507	4	7	-2	131	1	6	0	53.4576
507	1	7	-1	156	6	2	0	53.4576
507	2	7	-1	142	-17	2	0	53.4576
508	1	11	1	650	-8	6	0	198.869
508	2	11	1	646	-4	6	0	198.869
508	3	11	1	643	-1	6	0	198.869
509	1	2	0	-170	92	6	0	135.416
509	2	2	0	-199	-7	6	0	135.416
509	3	2	0	-204	-3	6	0	135.416
509	4	2	0	-206	-26	2	0	135.416
510	1	12	1	33	-29	2	0	125.437
510	2	12	2	25	-3	5	0	125.437
510	3	12	2	22	-2	6	0	125.437
511	4	1	-2	516	-10	5	0	29.6028
511	1	1	-1	573	-26	6	0	29.6028
511	2	1	-1	545	-17	6	0	29.6028
511	3	1	-1	525	11	2	0	29.6028
512	1	8	2	-530	-30	6	0	20.7563
512	2	8	2	-562	-17	6	0	20.7563
512	3	8	2	-580	-4	2	0	20.7563
513	1	12	-1	-96	-10	6	0	60.6163
513	3	12	-1	-118	-6	5	0	60.6163
513	4	12	-1	-121	-2	6	0	60.6163
514	3	11	-2	282	-1	5	0	180.769
514	1	11	-1	288	-5	6	0	180.769
515	1	4	1	1121	-12	6	0	61.8094
515	2	5	1	-1036	-10	6	0	61.8094
515	3	4	2	1086	-79	4	0	61.8094
515	4	4	2	1094	-2	6	0	61.8094
516	1	1	-2	-315	14	3	0	113.85
516	2	1	-2	-321	-2	6	0	113.85
516	3	1	-2	-327	-2	6	0	113.85
517	2	11	-2	-140	-3	5	0	172.811
517	3	11	-2	-157	-26	4	0	172.811
518	1	4	1	1164	-6	6	0	118.27
518	2	5	1	-986	-5	5	0	118.27
518	4	4	2	1152	-2	5	0	118.27
519	1	11	-1	-31	3	3	0	167.954
519	2	11	-1	-36	-7	6	0	167.954
519	3	11	-1	-40	0	6	0	167.954
519	4	11	-1	-41	0	6	0	167.954
520	1	3	0	-200	-20	6	0	38.4957
520	2	3	0	-163	20	2	0	38.4957
520	3	3	0	-242	-9	6	0	38.4957
520	4	3	0	-251	-3	6	0	38.4957
521	1	6	1	-37	-4	6	0	172.126
521	2	6	1	-44	-6	5	0	172.126
523	1	10	0	205	-8	6	0	70.6393
523	2	10	0	193	-7	6	0	70.6393
523	3	10	0	186	-23	3	0	70.6393
523	4	10	0	185	5	6	0	70.6393
524	1	11	1	-48	-25	6	0	32.479
524	3	11	2	-97	-8	6	0	32.479
524	4	11	2	-111	47	6	0	32.479
525	3	12	-2	-273	34	3	0	94.0744
525	4	12	-2	-278	-8	5	0	94.0744
525	1	12	-1	-257	-7	6	0	94.0744
525	2	12	-1	-267	-6	6	0	94.0744
526	1	11	-1	823	-9	6	0	87.191
526	2	11	-1	816	-26	2	0	87.191
526	3	11	-1	684	-85	3	0	87.191
526	4	12	-1	-1339	-3	6	0	87.191
527	1	6	-2	296	14	3	0	121.553
527	2	6	-2	290	-5	6	0	121.553
527	3	6	-2	287	-1	5	0	121.553
528	2	5	-2	-705	-2	6	0	157.87
528	3	5	-2	-709	-8	5	0	157.87
529	2	10	1	594	-1	6	0	32.6511
529	4	10	2	568	-9	6	0	32.6511
530	1	5	0	265	-8	6	0	106.56
530	2	5	0	258	-7	6	0	106.56
530	3	5	0	253	-3	6	0	106.56
530	4	5	0	251	-3	5	0	106.56
531	1	12	1	87	-15	6	0	43.1342
531	3	12	2	52	-4	6	0	43.1342
531	4	12	2	48	-1	6	0	43.1342
532	1	11	2	197	-24	3	0	55.5439
532	2	11	2	187	-6	5	0	55.5439
532	3	11	2	177	-5	6	0	55.5439
533	1	7	1	278	-34	2	0	122.655
533	2	7	2	272	-3	5	0	122.655
533	3	7	2	269	1	6	0	122.655
533	4	7	2	268	-8	2	0	122.655
534	3	2	1	-555	15	4	0	156.728
534	4	2	1	-553	1	6	0	156.728
535	2	1	-2	-1063	-46	5	0	9.06284
535	1	12	-2	1146	-67	3	0	9.06284
535	3	12	-2	1029	-24	6	0	9.06284
536	1	7	0	121	-7	6	0	131.593
536	2	7	0	116	-3	6	0	131.593
536	3	7	0	111	-2	5	0	131.593
536	4	7	0	110	1	6	0	131.593
537	1	6	-1	64	-3	6	0	191.078
537	2	6	-1	59	-5	5	0	191.078
537	3	6	-1	55	-4	6	0	191.078
538	1	9	0	202	31	5	0	180.338
538	2	9	0	190	-3	6	0	180.338
538	3	9	0	187	-1	6	0	180.338
539	3	1	-2	490	-5	6	0	31.5145
539	4	1	-2	483	-4	5	0	31.5145
539	1	1	-1	531	-24	6	0	31.5145
540	1	1	1	704	-60	4	0	12.5694
540	2	1	1	636	-37	6	0	12.5694
540	3	1	1	598	-12	6	0	12.5694
540	4	2	1	-1562	-8	6	0	12.5694
541	1	8	1	150	-4	6	0	185.323
541	2	8	1	145	-1	4	0	185.323
541	3	8	1	142	3	6	0	185.323
542	1	2	0	434	-6	6	0	169.44
542	2	2	0	428	-2	5	0	169.44
542	3	2	0	422	-4	6	0	169.44
542	4	2	0	419	-1	6	0	169.44
543	1	12	1	93	-6	6	0	152.036
543	2	12	1	88	-3	6	0	152.036
543	3	12	2	83	-5	5	0	152.036
543	4	12	2	80	-35	2	0	152.036
544	4	7	0	1310	-3	6	0	64.988
544	3	8	0	-827	2	2	0	64.988
545	2	1	1	634	-3	6	0	154.076
545	3	1	1	629	1	6	0	154.076
545	4	2	1	-1516	-6	2	0	154.076
546	3	10	-2	-169	-4	6	0	112.062
546	4	10	-2	-171	-1	5	0	112.062
546	1	10	-1	-155	-3	5	0	112.062
547	2	6	-2	743	-16	3	0	35.3423
547	3	6	-2	742	-64	5	0	35.3423
547	4	6	-2	730	10	2	0	35.3423
547	1	6	-1	767	-19	2	0	35.3423
548	1	2	1	245	-5	2	0	165.2
548	2	2	2	240	-5	6	0	165.2
548	3	2	2	237	-1	6	0	165.2
548	4	2	2	236	-1	6	0	165.2
549	2	10	-1	-797	-8	5	0	177.062
549	3	10	-1	-801	-4	6	0	177.062
549	4	10	-1	-803	-1	6	0	177.062
550	1	4	0	355	-58	6	0	12.0997
550	2	4	0	291	-36	6	0	12.0997
550	3	4	0	245	-25	6	0	12.0997
550	4	4	0	223	-10	5	0	12.0997
551	3	10	-2	-663	6	3	0	49.8829
551	4	10	-2	-669	-1	4	0	49.8829
551	2	10	-1	-649	-9	6	0	49.8829
552	1	6	-1	112	-9	6	0	87.7017
552	2	6	-1	103	-7	6	0	87.7017
553	1	11	-2	-520	14	3	0	178.404
553	2	11	-2	-524	-3	6	0	178.404
553	3	11	-2	-527	-3	6	0	178.404
554	1	6	1	949	-211	6	0	4.05312
554	2	6	1	717	-131	4	0	4.05312
554	3	6	1	631	56	5	0	4.05312
555	1	4	0	505	-21	6	0	41.6754
555	2	4	0	484	-15	5	0	41.6754
556	4	4	0	1411	-3	6	0	49.1523
556	2	5	0	-708	-10	6	0	49.1523
556	3	5	0	-723	-11	5	0	49.1523
557	1	3	0	-290	-15	5	0	136.949
557	2	3	0	-293	-15	2	0	136.949
558	4	12	-2	-143	0	6	0	188.699
558	1	12	-1	-134	-4	6	0	188.699
558	2	12	-1	-138	-3	6	0	188.699
559	1	9	0	189	-6	6	0	116.34
559	2	9	0	182	-5	6	0	116.34
559	3	9	0	175	-1	6	0	116.34
559	4	9	0	174	30	2	0	116.34
560	3	8	-2	56	-2	6	0	166.251
560	4	8	-2	55	2	6	0	166.251
560	1	8	-1	64	-3	6	0	166.251
561	4	7	0	1583	-2	4	0	102.181
561	1	8	0	-540	-9	6	0	102.181
561	3	8	0	-557	-7	6	0	102.181
561	4	8	0	-560	-1	4	0	102.181
562	1	4	1	1166	-1	5	0	171.885
562	2	5	1	-981	-4	2	0	171.885
562	4	4	2	1157	-8	5	0	171.885
563	1	10	-1	498	-6	6	0	136.927
563	2	10	-1	492	-5	6	0	136.927
563	3	10	-1	486	-1	6	0	136.927
563	4	10	-1	484	-1	6	0	136.927
565	1	11	0	783	-4	6	0	191.639
565	4	12	1	-1371	-2	2	0	191.639
566	4	5	-2	917	12	3	0	145.196
566	1	5	-1	926	-3	6	0	145.196
566	3	5	-1	917	1	6	0	145.196
567	2	10	-2	-46	-3	6	0	129
567	3	10	-2	-51	-2	5	0	129
567	1	10	-1	-38	-7	6	0	129
568	1	7	0	-98	-5	6	0	98.0298
568	2	7	0	-106	-12	4	0	98.0298
568	4	7	1	-118	-3	6	0	98.0298
569	1	8	1	896	-36	2	0	25.6822
569	3	8	2	839	-6	4	0	25.6822
570	1	12	1	592	-94	6	0	8.07485
570	2	12	1	486	-55	5	0	8.07485
570	3	12	1	424	-14	5	0	8.07485
570	4	12	1	423	-27	2	0	8.07485
571	1	3	1	484	-9	6	0	72.5554
571	2	3	1	475	-34	2	0	72.5554
571	4	3	2	461	-6	3	0	72.5554
572	1	1	1	930	-40	3	0	50.6621
572	3	1	1	910	-4	6	0	50.6621
572	4	2	2	-1237	-1	6	0	50.6621
573	1	12	0	-357	-4	6	0	184.093
573	3	12	1	-364	-6	3	0	184.093
573	4	12	1	-365	-6	2	0	184.093
574	1	10	0	-253	-8	6	0	87.8839
574	2	10	0	-263	-7	6	0	87.8839
574	3	10	0	-269	-6	6	0	87.8839
574	4	10	0	-272	-17	2	0	87.8839
575	1	12	0	920	-3	6	0	189.354
575	3	12	0	914	-2	4	0	189.354
576	4	10	-2	143	-3	5	0	58.4869
576	1	10	-1	176	-11	6	0	58.4869
576	2	10	-1	161	-9	6	0	58.4869
576	3	10	-1	150	-18	2	0	58.4869
577	1	12	-1	-599	23	2	0	126.527
577	2	12	-1	-618	-59	4	0	126.527
577	3	12	-1	-612	-6	6	0	126.527
577	4	12	-1	-614	-3	5	0	126.527
578	1	11	0	915	-10	6	0	62.3751
578	4	12	0	-1252	1	6	0	62.3751
579	1	11	1	205	-3	6	0	154.332
579	2	11	1	200	0	6	0	154.332
579	3	11	1	197	-2	6	0	154.332
579	4	11	2	196	1	6	0	154.332
580	1	12	1	669	-7	6	0	143.691
580	2	12	1	663	-3	6	0	143.691
580	3	12	1	659	-6	2	0	143.691
580	4	1	2	-1487	-3	5	0	143.691
581	1	11	0	202	-8	6	0	114.378
581	4	11	1	184	-23	2	0	114.378
582	4	11	-1	124	-1	6	0	61.3046
582	1	11	0	153	-14	6	0	61.3046
583	1	4	1	331	-4	6	0	114.824
583	3	4	1	319	0	5	0	114.824
583	4	4	1	317	3	5	0	114.824
584	2	12	1	-947	-8	3	0	53.6958
584	4	12	1	-961	-3	6	0	53.6958
585	3	10	-1	948	8	3	0	71.9406
585	4	10	-1	946	-3	6	0	71.9406
586	4	8	2	1320	-5	6	0	60.5691
586	2	9	2	-811	-6	6	0	60.5691
586	3	9	2	-819	-5	5	0	60.5691
587	1	2	-1	-369	-5	2	0	50.4533
587	2	2	-1	-389	-8	6	0	50.4533
587	3	2	-1	-402	-6	6	0	50.4533
587	4	2	-1	-408	0	6	0	50.4533
588	1	2	0	355	-2	6	0	176.326
588	2	2	0	350	-4	6	0	176.326
588	3	2	0	346	-1	6	0	176.326
588	4	2	0	345	-4	6	0	176.326
589	2	9	2	-719	-7	6	0	83.0231
589	3	9	2	-725	-11	2	0	83.0231
590	2	2	-1	399	-88	5	0	16.4451
590	3	2	-1	349	-18	6	0	16.4451
591	3	11	-2	713	-13	3	0	81.5212
591	4	12	-2	-1434	-4	5	0	81.5212
591	1	11	-1	732	-7	6	0	81.5212
592	2	11	-2	137	-6	5	0	170.624
592	3	11	-2	133	-2	6	0	170.624
592	4	11	-2	131	-2	6	0	170.624
592	1	11	-1	142	8	2	0	170.624
593	3	2	-2	-520	0	6	0	65.3728
593	4	2	-2	-524	-6	5	0	65.3728
593	1	2	-1	-501	-9	6	0	65.3728
593	2	2	-1	-510	-13	2	0	65.3728
594	2	5	0	-283	35	2	0	77.4626
594	3	5	0	-294	-3	4	0	77.4626
594	4	5	0	-298	37	2	0	77.4626
595	2	12	-2	-3	25	3	0	187.666
595	3	12	-2	-6	25	3	0	187.666
595	1	12	-1	3	25	2	0	187.666
596	1	3	1	42	-5	6	0	109.35
596	2	3	1	35	-4	6	0	109.35
596	3	3	1	29	-3	6	0	109.35
596	4	3	1	26	-3	6	0	109.35
597	2	1	1	-1076	-15	2	0	133.677
597	1	12	1	1072	-6	6	0	133.677
597	4	1	2	-1083	-1	6	0	133.677
597	3	12	2	1062	-31	3	0	133.677
598	1	10	-2	-48	-45	3	0	11.7247
598	2	10	-2	-119	-51	5	0	11.7247
598	3	10	-2	-175	-27	6	0	11.7247
599	2	1	-1	-593	-2	6	0	195.634
599	3	1	-1	-596	-2	5	0	195.634
599	4	1	-1	-596	1	6	0	195.634
600	2	6	2	150	-1	6	0	124.347
600	3	6	2	148	7	2	0	124.347
601	1	6	1	615	-5	6	0	95.2393
601	2	6	1	606	-4	6	0	95.2393
601	3	6	1	601	7	5	0	95.2393
601	4	6	1	595	-1	6	0	95.2393
602	1	7	-1	868	-18	6	0	37.6734
602	3	7	-1	828	-7	6	0	37.6734
602	4	7	-1	819	-4	6	0	37.6734
603	1	8	0	687	-3	6	0	151.291
603	2	8	0	683	-6	6	0	151.291
603	3	8	0	678	-2	5	0	151.291
603	4	8	0	676	-2	5	0	151.291
604	3	12	-2	227	0	6	0	186.536
604	4	12	-2	226	-3	3	0	186.536
604	1	12	-1	233	-4	6	0	186.536
605	2	9	-2	-743	-4	6	0	85.2669
605	3	9	-2	-751	-5	5	0	85.2669
606	2	2	-2	340	-3	6	0	161.342
606	3	2	-2	337	-3	6	0	161.342
606	4	2	-2	335	1	5	0	161.342
606	1	2	-1	346	-18	2	0	161.342
607	3	11	-2	-507	1	6	0	143.564
607	4	11	-2	-508	1	6	0	143.564
607	1	11	-1	-500	-6	6	0	143.564
608	3	8	-2	-25	1	5	0	161.925
608	4	8	-2	-25	1	6	0	161.925
608	1	8	-1	-20	2	5	0	161.925
609	1	6	1	93	-6	6	0	115.221
609	2	6	1	86	-5	6	0	115.221
609	3	6	1	82	-35	2	0	115.221
609	4	6	2	81	1	4	0	115.221
610	1	9	0	1103	-9	6	0	86.8925
610	2	10	0	-1049	-5	6	0	86.8925
611	1	8	0	165	-9	6	0	77.5582
611	2	8	0	149	-43	2	0	77.5582
611	4	8	0	144	7	2	0	77.5582
612	3	11	-2	957	-2	6	0	147.943
612	4	12	-2	-1188	-1	6	0	147.943
612	1	11	-1	964	-5	6	0	147.943
613	2	10	1	-847	-15	6	0	34.5025
613	4	10	1	-870	7	2	0	34.5025
614	1	12	0	160	-9	6	0	64.679
614	2	12	0	147	-4	6	0	64.679
614	4	12	1	137	-3	5	0	64.679
615	1	6	0	564	-2	6	0	175.989
615	2	6	0	560	-5	6	0	175.989
615	3	6	0	556	-1	6	0	175.989
615	4	6	0	555	-1	6	0	175.989
616	1	8	0	-407	-6	6	0	131.446
616	2	8	0	-414	-5	6	0	131.446
616	3	8	0	-419	-4	6	0	131.446
616	4	8	0	-422	-2	6	0	131.446
617	1	7	1	-160	-2	6	0	164.714
617	2	7	1	-165	-2	5	0	164.714
617	3	7	1	-190	-73	5	0	164.714
617	4	7	1	-169	1	5	0	164.714
618	1	8	0	1014	0	2	0	81.3726
618	3	8	0	994	-4	6	0	81.3726
618	4	8	0	992	-1	6	0	81.3726
619	2	3	-2	499	-3	6	0	126.656
619	3	3	-2	495	-2	6	0	126.656
620	1	1	1	189	-9	6	0	116.138
620	2	1	1	179	-5	5	0	116.138
620	3	1	2	173	4	3	0	116.138
621	2	9	0	-802	-1	5	0	178.215
622	2	7	-2	658	-37	6	0	10.7342
622	3	7	-2	616	-21	6	0	10.7342
623	4	1	0	-1334	-2	5	0	64.2782
623	2	12	0	824	-2	2	0	64.2782
623	3	12	0	813	6	5	0	64.2782
624	1	7	1	1128	-5	6	0	154.495
624	4	7	1	1118	0	5	0	154.495
624	2	8	1	-1021	1	3	0	154.495
625	1	12	0	-567	-28	5	0	23.1321
625	2	12	0	-601	-18	5	0	23.1321
625	4	12	1	-633	-22	2	0	23.1321
626	1	12	0	-493	-4	6	0	137.96
626	2	12	0	-500	3	5	0	137.96
626	3	12	0	-504	1	4	0	137.96
627	1	2	1	1179	-19	6	0	36.9567
627	2	3	1	-981	-12	6	0	36.9567
627	4	3	1	-993	1	6	0	36.9567
628	2	4	-2	493	-2	5	0	176.219
628	3	4	-2	480	-60	2	0	176.219
628	4	4	-2	489	1	6	0	176.219
628	1	4	-1	499	14	2	0	176.219
629	1	3	2	385	-23	3	0	176.329
629	2	3	2	381	-47	3	0	176.329
629	3	3	2	378	-2	6	0	176.329
630	3	1	-1	994	-4	6	0	53.2732
630	4	2	-1	-1155	0	6	0	53.2732
631	1	1	0	-534	-7	6	0	126.024
631	2	1	0	-541	-6	6	0	126.024
631	3	1	0	-546	17	3	0	126.024
631	4	1	0	-548	-3	6	0	126.024
632	1	10	0	813	-11	6	0	63.0592
632	3	10	0	791	-2	6	0	63.0592
632	4	10	0	788	-2	6	0	63.0592
633	1	10	1	1176	-5	6	0	185.889
633	2	11	1	-972	-2	6	0	185.889
634	1	3	1	103	-7	6	0	107.592
634	2	3	2	94	-36	3	0	107.592
634	3	3	2	92	-3	6	0	107.592
634	4	3	2	90	-3	6	0	107.592
635	4	2	-1	209	-6	5	0	44.6612
635	1	2	0	252	-17	6	0	44.6612
635	2	2	0	235	-29	2	0	44.6612
636	4	1	-1	-1213	-4	6	0	52.4627
636	3	12	-1	936	-5	6	0	52.4627
637	3	1	-2	232	-4	3	0	165.206
637	4	1	-2	232	-1	6	0	165.206
637	1	1	-1	242	-2	6	0	165.206
638	1	9	-1	424	-28	6	0	29.4136
638	2	9	-1	392	-18	6	0	29.4136
638	3	9	-1	368	-15	6	0	29.4136
638	4	9	-1	355	-10	5	0	29.4136
639	2	8	1	-118	-11	2	0	133.847
639	3	8	1	-124	-2	6	0	133.847
639	4	8	1	-124	-36	2	0	133.847
640	1	3	1	292	-5	6	0	104.748
640	2	3	1	283	-10	2	0	104.748
640	4	3	2	273	-34	2	0	104.748
641	1	9	0	1255	-12	5	0	53.0319
641	2	10	0	-903	-14	3	0	53.0319
641	4	10	0	-915	13	3	0	53.0319
642	3	11	-2	-205	0	3	0	151.054
642	4	11	-2	-206	-3	6	0	151.054
642	1	11	-1	-195	-4	6	0	151.054
642	2	11	-1	-200	-3	6	0	151.054
643	1	8	0	-270	-6	6	0	129.823
643	2	8	0	-276	-3	5	0	129.823
644	1	7	0	875	-13	6	0	60.6758
645	1	12	1	799	-31	5	0	24.0131
645	2	12	1	763	-22	6	0	24.0131
645	3	12	1	737	-13	6	0	24.0131
645	4	1	2	-1415	3	3	0	24.0131
646	1	1	1	1125	-14	6	0	46.0606
646	2	2	1	-1037	-13	6	0	46.0606
646	3	1	2	1095	-10	2	0	46.0606
646	4	2	2	-1057	-2	6	0	46.0606
647	4	5	-2	-110	13	3	0	32.561
647	1	5	-1	-60	-24	6	0	32.561
647	2	5	-1	-85	-18	5	0	32.561
647	3	5	-1	-103	-8	6	0	32.561
648	1	5	-2	88	-11	3	0	195.1
648	2	5	-2	84	-2	5	0	195.1
648	3	5	-2	81	-2	6	0	195.1
649	2	12	1	457	-6	3	0	195.795
649	3	12	1	454	0	6	0	195.795
649	4	12	1	452	0	6	0	195.795
650	3	10	-1	468	65	6	0	4.17309
650	1	10	0	854	-232	2	0	4.17309
651	1	11	1	1082	-34	3	0	143.115
651	3	11	1	1073	0	5	0	143.115
651	2	12	1	-1066	-3	6	0	143.115
651	4	12	1	-1073	-15	2	0	143.115
652	4	6	1	1451	-1	6	0	15.1234
652	2	7	1	-642	-29	6	0	15.1234
652	3	7	1	-680	-16	6	0	15.1234
653	2	9	2	-577	-4	6	0	82.0404
653	3	9	2	-583	-4	5	0	82.0404
654	1	12	0	-307	-7	6	0	105.637
654	2	12	0	-316	-6	6	0	105.637
654	3	12	0	-323	-5	6	0	105.637
655	3	2	-2	521	-14	2	0	34.1576
655	4	2	-2	513	-5	5	0	34.1576
655	1	2	-1	566	-19	2	0	34.1576
656	1	11	1	-128	-21	6	0	36.1914
656	2	11	1	-153	-15	6	0	36.1914
656	3	11	1	-171	-10	6	0	36.1914
656	4	11	1	-179	-6	6	0	36.1914
657	1	9	1	857	-6	2	0	131.072
657	3	9	2	846	-1	6	0	131.072
658	4	5	-2	450	0	6	0	178.991
658	1	5	-1	459	-6	5	0	178.991
658	2	5	-1	454	-2	6	0	178.991
658	3	5	-1	453	182	3	0	178.991
659	3	5	2	993	-1	4	0	174.117
660	2	2	-2	-645	-4	6	0	135.038
660	3	2	-2	-648	-1	5	0	135.038
661	1	7	1	-248	-6	6	0	190.736
661	2	7	1	-253	-3	5	0	190.736
661	3	7	1	-257	-2	6	0	190.736
662	2	8	2	-697	-6	6	0	68.5322
662	3	8	2	-704	-5	6	0	68.5322
663	1	11	0	870	-35	6	0	20.1087
663	2	11	0	834	-53	2	0	20.1087
663	4	12	0	-1356	-6	6	0	20.1087
664	4	6	-2	1281	0	6	0	87.9402
664	2	7	-1	-854	-3	6	0	87.9402
665	1	7	1	505	-7	6	0	153.137
665	2	7	1	500	-3	5	0	153.137
665	3	7	1	497	-3	4	0	153.137
665	4	7	1	496	-3	6	0	153.137
666	1	4	2	797	-23	3	0	186.105
666	3	4	2	791	0	6	0	186.105
667	1	7	0	232	-7	5	0	88.8157
667	2	7	0	223	-27	2	0	88.8157
667	3	7	0	217	-2	5	0	88.8157
667	4	7	0	215	-1	5	0	88.8157
668	1	12	0	-566	-3	5	0	198.539
668	4	12	1	-572	-2	6	0	198.539
669	4	1	0	-1485	0	6	0	98.6692
669	1	12	0	678	-8	6	0	98.6692
669	2	12	0	670	-4	5	0	98.6692
669	3	12	0	662	-3	6	0	98.6692
670	1	4	-1	588	-25	6	0	26.3044
670	2	4	-1	556	-7	5	0	26.3044
670	3	4	-1	534	-10	6	0	26.3044
670	4	4	-1	523	11	3	0	26.3044
671	2	10	-2	26	22	3	0	157.097
671	3	10	-2	22	-4	5	0	157.097
671	1	10	-1	32	-4	6	0	157.097
672	1	6	-1	499	14	3	0	145.031
672	2	6	-1	494	-5	6	0	145.031
672	3	6	-1	490	-5	6	0	145.031
672	4	6	-1	487	-1	6	0	145.031
673	2	1	1	434	-6	5	0	139.151
673	3	1	1	429	-2	6	0	139.151
673	4	1	1	426	-28	3	0	139.151
674	1	3	1	322	-3	6	0	189.842
674	2	3	1	317	-5	5	0	189.842
674	3	3	1	313	-2	6	0	189.842
674	4	3	1	311	-1	6	0	189.842
675	1	11	-1	28	-8	6	0	108.257
675	2	11	-1	17	-4	6	0	108.257
675	3	11	-1	9	-6	5	0	108.257
675	4	11	-1	5	0	5	0	108.257
676	3	5	-1	98	-4	5	0	51.3356
676	4	5	-1	94	-3	6	0	51.3356
677	1	5	-1	810	-5	6	0	115.23
677	2	5	-1	804	26	2	0	115.23
677	3	5	-1	797	-3	6	0	115.23
677	4	5	-1	794	-1	6	0	115.23
678	1	11	-2	-75	-16	3	0	32.0664
678	2	11	-2	-96	-16	4	0	32.0664
678	3	11	-2	-116	-8	5	0	32.0664
679	1	3	0	1120	-6	6	0	132.241
679	2	4	0	-1032	-5	6	0	132.241
680	1	4	0	1125	-4	6	0	176.661
680	4	4	0	1118	0	6	0	176.661
680	2	5	0	-1022	-4	6	0	176.661
681	1	7	0	216	-5	6	0	114.962
681	2	7	0	208	-4	6	0	114.962
681	3	7	0	200	-3	6	0	114.962
681	4	7	0	197	-2	6	0	114.962
682	1	4	1	557	-7	6	0	122.787
682	2	4	1	550	-6	6	0	122.787
682	3	4	2	545	-3	5	0	122.787
682	4	4	2	542	-16	3	0	122.787
683	2	11	-2	-1007	-6	6	0	127.368
684	2	6	-2	0	-2	6	0	91.3007
684	3	6	-2	-6	-2	6	0	91.3007
684	4	6	-2	-8	-1	6	0	91.3007
684	1	6	-1	10	24	2	0	91.3007
685	1	2	-1	494	-36	6	0	18.056
685	2	2	-1	455	-22	6	0	18.056
685	3	2	-1	429	-2	2	0	18.056
685	4	2	-1	421	2	6	0	18.056
686	1	5	1	53	-11	6	0	84.3837
686	2	5	1	42	-5	6	0	84.3837
686	3	5	1	34	-4	6	0	84.3837
686	4	5	1	29	-1	6	0	84.3837
687	1	11	0	988	-16	6	0	36.588
687	3	11	0	957	-2	6	0	36.588
687	4	12	0	-1190	1	6	0	36.588
688	1	8	1	549	-43	3	0	168.995
688	2	8	1	546	-6	5	0	168.995
688	3	8	1	542	-16	2	0	168.995
688	4	8	2	540	-16	2	0	168.995
689	1	3	0	284	-52	6	0	13.5063
689	2	3	0	220	-41	5	0	13.5063
689	3	3	0	176	-20	6	0	13.5063
689	4	3	0	162	-3	6	0	13.5063
690	1	10	-1	884	-9	2	0	170.827
690	3	10	-1	875	-2	6	0	170.827
690	4	10	-1	873	-2	6	0	170.827
691	1	11	1	-66	-99	6	0	9.15952
691	2	11	1	-184	-75	6	0	9.15952
691	4	11	2	-318	-32	5	0	9.15952
692	1	4	0	-450	-6	6	0	192.922
692	2	4	0	-455	5	3	0	192.922
692	3	4	0	-459	-2	6	0	192.922
692	4	4	0	-460	1	4	0	192.922
693	1	11	0	-500	-9	6	0	75.2698
693	2	11	0	-510	-8	6	0	75.2698
693	3	11	0	-517	-1	4	0	75.2698
694	2	4	0	-842	-4	6	0	124.495
694	3	4	0	-835	76	4	0	124.495
694	4	4	0	-849	-1	6	0	124.495
695	2	1	-1	-968	-2	5	0	92.3282
695	4	1	-1	-977	-1	6	0	92.3282
695	1	12	-1	1183	-8	6	0	92.3282
696	3	9	-2	882	-368	2	0	39.2259
696	4	10	-2	-1214	-4	6	0	39.2259
696	1	9	-1	965	-19	6	0	39.2259
697	1	12	1	-570	-5	2	0	146.209
697	2	12	1	-577	-4	2	0	146.209
697	3	12	2	-581	-4	2	0	146.209
697	4	12	2	-585	-3	3	0	146.209
698	1	10	-1	200	-3	5	0	151.557
698	2	10	-1	194	-4	5	0	151.557
698	3	10	-1	192	-2	6	0	151.557
698	4	10	-1	191	28	2	0	151.557
699	2	5	1	-162	-2	6	0	125.159
699	3	5	1	-168	-1	5	0	125.159
699	4	5	1	-170	-1	6	0	125.159
700	3	11	1	475	-3	6	0	186.218
700	4	11	1	474	-3	4	0	186.218
701	1	10	1	-47	-9	6	0	101.155
701	3	10	2	-63	-7	6	0	101.155
702	1	7	1	883	-26	6	0	25.6592
703	1	7	-1	1293	-12	2	0	153.331
703	4	7	-1	1283	-3	6	0	153.331
703	2	8	-1	-856	0	5	0	153.331
704	1	6	0	1143	-41	2	0	133.81
704	4	6	0	1129	1	4	0	133.81
704	2	7	0	-1008	0	2	0	133.81
