Event	id_r	id_phi	id_eta	phi	phiB	quality	bx	pt
1511	1	9	0	-509	-13	6	0	50.4776
1511	2	9	0	-527	-11	6	0	50.4776
1511	3	9	0	-539	-6	6	0	50.4776
1512	4	2	-2	-342	17	3	0	55.3152
1512	1	2	-1	-311	-16	6	0	55.3152
1512	2	2	-1	-325	-11	6	0	55.3152
1512	3	2	-1	-337	-6	5	0	55.3152
1513	1	8	0	1239	-5	6	0	105.274
1513	4	8	0	1224	-4	5	0	105.274
1514	1	9	1	-97	-39	2	0	180.107
1514	2	9	2	-122	-489	3	0	180.107
1514	3	9	2	-106	-1	5	0	180.107
1514	4	9	2	-107	2	5	0	180.107
1515	1	8	1	-158	-18	6	0	35.042
1515	2	8	1	-183	-17	6	0	35.042
1515	3	8	1	-201	-9	6	0	35.042
1515	4	8	1	-204	25	5	0	35.042
1516	2	1	-2	666	-1	6	0	182.275
1516	3	1	-2	663	0	6	0	182.275
1517	1	4	-1	-521	-19	6	0	33.5286
1517	2	4	-1	-544	-8	3	0	33.5286
1517	4	4	-1	-558	-2	6	0	33.5286
1518	3	5	-2	-396	-2	5	0	149.003
1518	4	5	-2	-397	-2	6	0	149.003
1518	1	5	-1	-385	-3	6	0	149.003
1519	3	1	-1	1073	-3	4	0	147.337
1519	4	2	-1	-1073	-2	5	0	147.337
1519	1	1	0	1083	-4	6	0	147.337
1520	1	10	1	-55	-11	6	0	72.6764
1520	2	10	1	-87	-66	3	0	72.6764
1520	3	10	2	-75	-2	5	0	72.6764
1520	4	10	2	-81	-15	2	0	72.6764
1521	2	9	-2	-59	-7	6	0	72.6651
1521	3	9	-2	-65	-6	6	0	72.6651
1521	4	9	-2	-67	0	5	0	72.6651
1521	1	9	-1	-48	-8	6	0	72.6651
1522	2	4	1	-651	-15	6	0	33.47
1522	3	4	1	-667	-7	6	0	33.47
1522	4	4	2	-657	158	2	0	33.47
1523	1	5	-1	417	-54	6	0	14.2063
1523	2	5	-1	352	-44	6	0	14.2063
1523	3	5	-1	307	-21	6	0	14.2063
1523	4	5	-1	287	-13	6	0	14.2063
1524	4	4	-2	1632	6	6	0	13.1407
1524	4	5	-2	-517	10	6	0	13.1407
1524	1	5	-1	-401	-57	6	0	13.1407
1524	2	5	-1	-460	6	2	0	13.1407
1525	1	11	0	-295	-9	6	0	75.6291
1525	2	11	0	-306	-7	6	0	75.6291
1525	3	11	0	-314	-6	6	0	75.6291
1525	4	11	0	-318	0	6	0	75.6291
1526	1	11	0	167	-15	6	0	45.392
1526	2	11	0	149	-10	5	0	45.392
1527	1	4	0	-113	-14	6	0	55.3674
1527	2	4	0	-129	-9	6	0	55.3674
1527	3	4	0	-140	-5	6	0	55.3674
1527	4	4	0	-146	-7	5	0	55.3674
1528	1	10	0	981	-5	6	0	172.447
1528	3	10	0	974	-4	6	0	172.447
1528	4	10	0	973	-1	5	0	172.447
1529	2	2	-2	-920	-2	6	0	77.9725
1529	4	2	-2	-928	1	5	0	77.9725
1529	1	1	-1	1233	-5	2	0	77.9725
1530	1	3	0	-584	-28	2	0	41.2153
1530	2	3	0	-607	-12	6	0	41.2153
1531	2	1	1	-809	0	2	0	156.351
1531	3	1	2	-814	-3	6	0	156.351
1531	4	1	2	-816	1	6	0	156.351
1532	1	12	1	-310	-13	5	0	83.5818
1532	2	12	1	-319	-37	2	0	83.5818
1532	3	12	2	-336	42	3	0	83.5818
1532	4	12	2	-332	-10	3	0	83.5818
1533	3	9	-1	264	-2	6	0	165.603
1533	4	9	-1	262	-1	6	0	165.603
1533	1	9	0	274	-3	6	0	165.603
1534	3	2	-1	-209	-2	5	0	119.017
1534	4	2	-1	-212	-2	6	0	119.017
1535	4	10	1	1396	-25	2	0	164.455
1535	2	11	1	-741	16	2	0	164.455
1535	3	11	1	-746	-3	6	0	164.455
1536	1	12	0	135	9	3	0	66.8008
1536	2	12	0	124	-10	6	0	66.8008
1536	3	12	0	114	-3	6	0	66.8008
1536	4	12	0	110	-2	6	0	66.8008
1537	2	1	0	-1001	-3	6	0	195.281
1537	1	12	0	1145	-1	6	0	195.281
1538	4	10	-1	-967	-3	6	0	169.286
1539	1	7	-1	-155	-1	6	0	191.457
1539	2	7	-1	-159	-1	6	0	191.457
1539	3	7	-1	-162	-2	6	0	191.457
1539	4	7	-1	-163	-5	2	0	191.457
1540	1	9	0	-37	-27	5	0	29.1072
1540	2	9	0	-67	-20	6	0	29.1072
1541	1	6	1	370	-4	6	0	132.676
1541	2	6	1	362	-20	3	0	132.676
1541	3	6	2	358	1	5	0	132.676
1541	4	6	2	356	-2	5	0	132.676
1542	1	10	0	1	-8	5	0	71.4667
1542	2	10	0	-12	-24	3	0	71.4667
1543	4	4	-2	-1394	48	6	0	4.86281
1543	1	3	-1	1042	-184	6	0	4.86281
1543	3	3	-1	746	-17	2	0	4.86281
1544	1	7	0	1151	-4	6	0	129.722
1544	2	8	0	-1000	-3	6	0	129.722
1545	3	3	-1	687	-1	6	0	108.793
1545	4	4	-1	-1459	-1	6	0	108.793
1546	2	8	2	-658	-19	3	0	71.5078
1547	3	10	-2	592	-3	5	0	139.813
1547	4	10	-2	591	3	3	0	139.813
1547	1	10	-1	601	-4	6	0	139.813
1547	2	10	-1	596	-3	6	0	139.813
1548	2	2	1	-743	-34	6	0	12.5084
1548	3	2	1	-784	-14	6	0	12.5084
1548	4	2	1	-821	-47	3	0	12.5084
1549	1	5	-1	14	-179	6	0	4.5305
1549	2	5	-1	-197	-110	6	0	4.5305
1549	3	5	-1	-242	55	5	0	4.5305
1550	2	12	1	-812	-11	5	0	41.0527
1550	4	12	2	-838	3	2	0	41.0527
1551	1	5	0	945	-14	6	0	49.2822
1551	3	5	0	916	-5	6	0	49.2822
1551	4	5	0	911	-1	6	0	49.2822
1552	1	9	0	-577	1	4	0	149.028
1553	2	7	-2	-226	0	5	0	83.9315
1553	3	7	-2	-231	-3	5	0	83.9315
1553	4	7	-2	-232	1	5	0	83.9315
1553	1	7	-1	-215	1	2	0	83.9315
1554	1	11	0	77	-34	2	0	183.792
1554	2	11	0	74	-9	2	0	183.792
1554	4	11	1	70	-3	6	0	183.792
1555	2	9	-2	-252	-53	5	0	10.6254
1555	3	9	-2	-316	-29	6	0	10.6254
1556	1	5	0	-31	-14	6	0	48.3439
1556	2	5	0	-46	-12	6	0	48.3439
1556	3	5	0	-59	-4	6	0	48.3439
1556	4	5	0	-66	-6	6	0	48.3439
1557	2	7	1	-904	-104	3	0	5.66833
1558	1	5	0	1080	-12	5	0	61.2492
1558	3	5	0	1055	-3	6	0	61.2492
1559	2	1	0	-882	-2	5	0	172.892
1559	1	12	0	1266	-9	2	0	172.892
1560	1	7	-1	1148	-12	6	0	58.2112
1560	4	7	-1	1124	-1	6	0	58.2112
1560	2	8	-1	-1008	-8	6	0	58.2112
1561	1	11	-1	397	-4	6	0	159.032
1561	2	11	-1	391	-3	5	0	159.032
1561	3	11	-1	386	0	6	0	159.032
1561	4	11	-1	383	29	3	0	159.032
1562	1	10	0	494	-5	6	0	163.134
1562	2	10	0	489	-5	6	0	163.134
1562	3	10	0	485	-4	6	0	163.134
1562	4	10	0	483	-4	5	0	163.134
1563	2	3	-1	-698	-22	6	0	28.5337
1563	3	3	-1	-719	-12	2	0	28.5337
1563	4	3	-1	-730	-5	5	0	28.5337
1564	1	6	0	456	-6	6	0	167.604
1564	2	6	0	452	-5	2	0	167.604
1564	4	6	1	446	-1	5	0	167.604
1565	1	2	2	182	-5	6	0	134.93
1565	2	2	2	176	-5	6	0	134.93
1565	3	2	2	172	4	3	0	134.93
1566	1	4	-1	1245	-13	6	0	50.8785
1566	4	4	-1	1219	-3	2	0	50.8785
1566	2	5	-1	-912	-12	6	0	50.8785
1567	2	5	-2	698	-5	5	0	165.281
1567	3	5	-2	695	-2	6	0	165.281
1567	1	5	-1	703	-3	6	0	165.281
1568	1	10	0	250	-11	6	0	77.7647
1568	2	10	0	240	-8	5	0	77.7647
1568	3	10	0	233	-4	5	0	77.7647
1568	4	10	0	229	-3	3	0	77.7647
1569	1	9	1	717	-5	6	0	181.277
1569	2	9	1	684	-110	2	0	181.277
1569	3	9	1	682	-161	3	0	181.277
1570	2	12	-2	-720	14	3	0	28.1624
1570	3	12	-2	-737	-12	5	0	28.1624
1571	3	4	1	998	-4	6	0	80.159
1571	4	4	1	993	-7	6	0	80.159
1572	1	12	0	233	-7	6	0	94.9552
1572	2	12	0	223	-7	5	0	94.9552
1572	3	12	0	216	-5	6	0	94.9552
1572	4	12	0	212	-1	5	0	94.9552
1573	2	8	-2	-447	-4	6	0	95.3679
1573	3	8	-2	-452	-3	6	0	95.3679
1574	3	6	-2	846	-4	5	0	102.547
1574	4	6	-2	844	-4	2	0	102.547
1574	1	6	-1	859	-3	6	0	102.547
1575	4	1	-1	304	-4	5	0	49.2114
1575	1	1	0	343	-14	6	0	49.2114
1575	2	1	0	327	11	2	0	49.2114
1576	3	2	-2	1036	-3	6	0	137.72
1576	2	3	-2	-1103	11	2	0	137.72
1576	4	3	-2	-1108	12	2	0	137.72
1576	1	2	-1	1047	19	2	0	137.72
1577	1	9	1	1023	-7	5	0	155.278
1577	3	9	1	1014	-25	2	0	155.278
1577	2	10	1	-1125	-9	2	0	155.278
1577	4	10	2	-1129	-1	5	0	155.278
1578	1	10	1	614	-3	6	0	177.872
1578	2	10	1	610	-25	3	0	177.872
1578	3	10	1	606	-2	6	0	177.872
1578	4	10	1	605	1	5	0	177.872
1579	2	11	-2	-675	-6	6	0	98.3734
1579	3	11	-2	-679	33	3	0	98.3734
1580	1	11	1	433	-3	6	0	183.188
1580	3	11	2	424	-2	4	0	183.188
1580	4	11	2	423	2	5	0	183.188
1581	1	4	-1	919	-5	6	0	98.0049
1581	3	4	-1	905	-1	6	0	98.0049
1581	4	4	-1	901	0	6	0	98.0049
1582	2	6	-2	617	-4	6	0	196.939
1582	1	6	-1	621	24	2	0	196.939
1583	1	4	1	-219	-4	5	0	126.271
1583	3	4	2	-230	-6	6	0	126.271
1584	1	10	-1	907	-6	6	0	88.2966
1584	3	10	-1	893	-4	5	0	88.2966
1585	1	9	1	298	-6	5	0	107.19
1585	3	9	1	287	-7	5	0	107.19
1585	4	9	1	284	-1	5	0	107.19
1586	1	5	0	-251	-3	5	0	126.783
1586	2	5	0	-259	-19	3	0	126.783
1586	3	5	0	-264	-4	5	0	126.783
1586	4	5	0	-266	-1	6	0	126.783
1587	1	4	0	-109	-12	4	0	182.745
1587	2	4	0	-111	-4	6	0	182.745
1587	3	4	0	-115	0	6	0	182.745
1588	2	3	1	318	-8	6	0	54.3871
1588	3	3	1	310	-13	2	0	54.3871
1588	4	3	1	306	-4	6	0	54.3871
1589	1	11	1	819	-51	6	0	15.1337
1589	2	11	1	754	-43	5	0	15.1337
1589	3	11	1	701	-25	6	0	15.1337
1589	4	12	1	-1473	-16	6	0	15.1337
1590	1	9	0	-114	-6	6	0	87.7141
1590	2	9	0	-124	-10	3	0	87.7141
1590	3	9	0	-129	16	2	0	87.7141
1591	2	9	1	-391	-14	5	0	40.2633
1591	3	9	1	-404	-15	5	0	40.2633
1591	4	9	1	-411	-3	6	0	40.2633
1592	3	10	-1	41	-5	5	0	43.1379
1593	2	11	-1	-649	-1	6	0	134.018
1593	3	11	-1	-654	-1	6	0	134.018
1594	2	8	0	17	-19	5	0	18.0755
1595	1	5	1	-569	-5	2	0	79.2516
1595	4	4	2	1551	0	6	0	79.2516
1595	2	5	2	-583	-4	3	0	79.2516
1595	3	5	2	-589	-3	6	0	79.2516
1595	4	5	2	-592	-2	2	0	79.2516
1597	1	9	-1	-573	-13	4	0	59.446
1597	2	9	-1	-588	-6	6	0	59.446
1597	3	9	-1	-599	-2	6	0	59.446
1598	3	5	-2	-93	-3	6	0	63.7517
1598	4	5	-2	-96	-2	6	0	63.7517
1598	1	5	-1	-72	-11	6	0	63.7517
1598	2	5	-1	-85	-10	5	0	63.7517
1599	1	9	0	354	-13	6	0	62.8021
1599	2	9	0	340	-17	3	0	62.8021
1599	4	9	0	327	-1	6	0	62.8021
1600	3	1	-1	869	-12	6	0	30.2921
1600	4	2	-1	-1287	-8	6	0	30.2921
1601	1	2	1	-583	-29	2	0	169.825
1601	2	2	1	-589	-3	6	0	169.825
1601	3	2	1	-592	-2	5	0	169.825
1601	4	2	1	-593	1	5	0	169.825
1602	1	8	1	628	-16	6	0	50.2448
1602	2	8	1	611	-11	6	0	50.2448
1602	3	8	1	599	-6	5	0	50.2448
1602	4	8	2	594	-23	3	0	50.2448
1603	2	8	2	-806	-28	6	0	14.8368
1604	3	4	1	811	-5	5	0	41.9147
1604	4	4	1	805	-4	6	0	41.9147
1605	1	7	1	278	-6	6	0	132.937
1605	2	7	1	272	-3	5	0	132.937
1605	3	7	1	268	1	6	0	132.937
1605	4	7	1	266	1	5	0	132.937
1606	2	12	-2	10	-52	5	0	66.5808
1606	3	12	-2	-6	-2	6	0	66.5808
1607	2	5	-1	-447	-4	5	0	120.571
1607	3	5	-1	-452	-3	6	0	120.571
1607	4	5	-1	-453	0	6	0	120.571
1608	2	1	-1	17	-4	6	0	179.803
1608	3	1	-1	14	-1	3	0	179.803
1608	4	1	-1	11	-1	5	0	179.803
1609	1	5	-2	1053	-3	6	0	181.826
1609	3	5	-2	1046	19	2	0	181.826
1609	2	6	-2	-1096	1	6	0	181.826
1610	1	1	1	-454	-20	2	0	63.5486
1610	2	1	2	-470	-18	2	0	63.5486
1610	3	1	2	-482	-5	6	0	63.5486
1610	4	1	2	-488	-4	6	0	63.5486
1611	1	1	1	338	-22	6	0	33.0416
1611	2	1	1	308	-13	3	0	33.0416
1611	3	1	1	293	-11	6	0	33.0416
1611	4	1	1	285	-4	6	0	33.0416
1612	1	4	1	590	-14	6	0	62.3198
1612	2	4	1	574	-9	6	0	62.3198
1612	3	4	1	563	-5	5	0	62.3198
1613	4	7	-2	1143	-6	6	0	26.5332
1613	2	8	-2	-970	-15	6	0	26.5332
1613	1	7	-1	1202	-27	5	0	26.5332
1614	1	5	-1	796	-6	6	0	109.536
1614	2	5	-1	789	-5	5	0	109.536
1614	3	5	-1	784	-2	6	0	109.536
1614	4	5	-1	781	-1	5	0	109.536
1615	1	10	1	939	-21	6	0	35.741
1615	3	10	1	898	-11	3	0	35.741
1615	4	10	1	894	-10	2	0	35.741
1616	2	12	2	-435	-2	6	0	134.622
1616	3	12	2	-440	-1	6	0	134.622
1617	1	7	0	89	-6	6	0	132.244
1617	2	7	0	82	-5	6	0	132.244
1617	3	7	0	76	-4	5	0	132.244
1617	4	7	0	73	-1	5	0	132.244
1618	1	5	0	705	-4	6	0	190.805
1618	2	5	0	701	-3	6	0	190.805
1618	3	5	0	698	0	6	0	190.805
1618	4	5	0	696	-3	6	0	190.805
1619	1	8	1	477	-157	6	0	58.8922
1619	2	8	2	791	-22	2	0	58.8922
1619	3	8	2	784	3	4	0	58.8922
1619	4	8	2	781	-46	2	0	58.8922
1620	1	12	0	1197	-2	5	0	118.153
1621	1	4	0	995	-87	6	0	173.383
1622	2	1	-2	-880	34	3	0	86.8303
1622	4	1	-2	-888	-1	6	0	86.8303
1622	1	12	-1	1273	14	2	0	86.8303
1623	1	10	1	271	-16	6	0	46.9081
1623	2	10	1	253	-9	5	0	46.9081
1623	4	10	2	235	-4	2	0	46.9081
1624	1	2	1	-316	-3	6	0	129.155
1624	2	2	2	-322	-5	6	0	129.155
1624	3	2	2	-326	-11	2	0	129.155
1624	4	2	2	-328	-1	6	0	129.155
1625	4	8	-2	569	-3	6	0	65.7839
1625	1	8	-1	595	-9	6	0	65.7839
1625	2	8	-1	583	-7	6	0	65.7839
1626	2	8	1	792	-6	5	0	48.7262
1626	3	8	1	781	-4	6	0	48.7262
1626	4	8	1	777	-1	4	0	48.7262
1627	1	2	-1	1170	-4	6	0	143.575
1627	2	3	-1	-979	21	3	0	143.575
1628	1	10	0	920	-39	2	0	119.248
1628	3	10	0	894	-111	2	0	119.248
1629	4	1	-2	-962	0	6	0	142.516
1629	2	1	-1	-956	43	2	0	142.516
1629	1	12	-1	1191	-4	6	0	142.516
1630	2	8	1	111	-21	6	0	25.9362
1630	3	8	1	87	-8	6	0	25.9362
1630	4	8	1	78	-7	5	0	25.9362
1631	4	4	-2	1153	-2	6	0	96.741
1631	1	4	-1	1166	-6	6	0	96.741
1632	1	6	-1	-439	-17	6	0	47.5089
1632	2	6	-1	-456	-11	6	0	47.5089
1632	3	6	-1	-468	-4	6	0	47.5089
1632	4	6	-1	-472	-6	4	0	47.5089
1633	1	11	2	734	-40	3	0	105.371
1633	2	11	2	730	-9	4	0	105.371
1633	3	11	2	724	0	5	0	105.371
1634	1	5	0	908	-6	6	0	149.383
1635	1	10	1	984	-6	6	0	164.545
1635	3	10	1	975	-1	6	0	164.545
1635	4	10	1	973	-1	6	0	164.545
1636	4	8	-2	51	-1	6	0	101.225
1636	1	8	-1	67	-8	6	0	101.225
1636	2	8	-1	58	-5	6	0	101.225
1637	3	10	-2	1105	-12	2	0	183.438
1637	4	10	-2	1104	1	5	0	183.438
1637	2	11	-2	-1036	28	3	0	183.438
1637	1	10	-1	1111	-2	6	0	183.438
1638	3	10	-2	773	-3	6	0	76.3504
1638	4	10	-2	770	0	6	0	76.3504
1638	1	10	-1	791	-8	6	0	76.3504
1639	3	3	1	778	-7	6	0	41.4046
1639	4	4	1	-1371	1	6	0	41.4046
1640	1	1	0	579	-58	6	0	14.2004
1640	2	1	0	513	-39	6	0	14.2004
1640	3	1	0	465	-24	5	0	14.2004
1640	4	1	0	433	-29	3	0	14.2004
1641	1	9	0	999	-4	6	0	146.679
1641	3	9	0	991	0	6	0	146.679
1641	4	10	0	-1153	0	6	0	146.679
1642	2	9	0	-783	-4	2	0	28.506
1642	4	8	1	1336	1	5	0	28.506
1643	1	1	-1	-522	-31	5	0	23.0106
1643	2	1	-1	-560	-23	5	0	23.0106
1643	3	1	-1	-589	-14	6	0	23.0106
1643	4	1	-1	-600	-1	5	0	23.0106
1644	2	12	1	-383	-4	3	0	41.6822
1644	3	12	1	-395	-5	5	0	41.6822
1644	4	12	1	-400	-4	6	0	41.6822
1645	1	12	0	305	-7	5	0	171.281
1645	2	12	0	302	14	2	0	171.281
1645	3	12	0	299	0	6	0	171.281
1646	3	7	-2	417	-4	5	0	78.6677
1646	4	7	-2	414	0	6	0	78.6677
1646	1	7	-1	435	-9	6	0	78.6677
1646	2	7	-1	426	-2	2	0	78.6677
1647	4	1	-1	-1478	-4	5	0	80.8919
1647	2	12	-1	683	-9	2	0	80.8919
1647	3	12	-1	672	-2	6	0	80.8919
1648	1	11	0	745	-9	6	0	97.7143
1648	2	11	0	736	-8	6	0	97.7143
1649	1	4	-1	863	-6	3	0	115.74
1649	3	4	-1	852	-5	6	0	115.74
1649	4	4	-1	850	-2	6	0	115.74
1650	4	3	-2	-1089	35	3	0	149.654
1650	1	2	-1	1067	-5	6	0	149.654
1650	3	2	-1	1057	-1	6	0	149.654
1650	2	3	-1	-1083	-1	5	0	149.654
1651	4	1	-2	-536	16	3	0	88.503
1651	1	1	-1	-510	114	2	0	88.503
1651	2	1	-1	-523	9	6	0	88.503
1651	3	1	-1	-532	-2	5	0	88.503
1652	1	1	1	291	-38	6	0	18.0004
1652	2	1	1	243	-25	6	0	18.0004
1652	3	1	1	214	-12	6	0	18.0004
1652	4	1	1	203	-8	5	0	18.0004
1653	1	2	1	-148	-4	5	0	137.546
1653	2	2	1	-154	-1	6	0	137.546
1653	3	2	1	-158	-3	6	0	137.546
1653	4	2	1	-161	-2	6	0	137.546
1654	2	4	0	-854	-3	6	0	111.031
1655	1	1	1	1017	-102	2	0	120.379
1655	3	1	1	1035	-3	6	0	120.379
1655	4	2	1	-1111	-1	5	0	120.379
1656	1	5	1	691	-10	6	0	68.9464
1656	2	5	1	679	-8	4	0	68.9464
1656	3	5	1	669	-4	6	0	68.9464
1656	4	5	1	664	-4	6	0	68.9464
1657	1	7	0	267	-33	3	0	24.9878
1657	2	7	0	242	-19	6	0	24.9878
1657	3	7	0	219	-10	6	0	24.9878
1657	4	7	0	209	-4	6	0	24.9878
1658	2	9	-2	-216	-4	5	0	96.5349
1658	3	9	-2	-222	-4	6	0	96.5349
1658	4	9	-2	-224	0	6	0	96.5349
1658	1	9	-1	-206	-9	5	0	96.5349
1659	4	6	0	1308	-1	6	0	133.835
1659	2	7	0	-831	-4	6	0	133.835
1660	2	3	-2	-267	-6	6	0	70.2841
1660	3	3	-2	-273	-3	6	0	70.2841
1661	1	6	-2	1009	-25	6	0	25.069
1661	3	6	-2	958	-10	6	0	25.069
1662	1	7	1	165	-146	3	0	14.6152
1662	2	7	1	150	-26	5	0	14.6152
1662	3	7	1	114	-9	5	0	14.6152
1662	4	7	1	110	4	6	0	14.6152
1663	4	6	-2	1543	1	6	0	72.2769
1663	3	7	-2	-597	-5	6	0	72.2769
1663	4	7	-2	-600	-1	2	0	72.2769
1663	1	7	-1	-578	-4	2	0	72.2769
1664	1	4	0	-399	-5	6	0	197.772
1664	2	4	0	-402	-1	6	0	197.772
1664	3	4	0	-415	-45	4	0	197.772
1664	4	4	0	-407	-1	5	0	197.772
1665	2	3	1	-808	-3	6	0	184.525
1665	3	3	1	-812	0	6	0	184.525
1666	1	6	0	995	-9	6	0	87.1467
1666	3	6	0	981	-2	6	0	87.1467
1666	4	6	0	979	-2	6	0	87.1467
1667	2	5	1	-777	-4	2	0	107.167
1667	3	5	1	-784	0	6	0	107.167
1668	1	1	1	-65	-23	5	0	31.8306
1668	2	1	1	-92	-14	5	0	31.8306
1668	3	1	1	-111	-38	2	0	31.8306
1668	4	1	2	-121	-2	6	0	31.8306
1669	3	6	-1	-126	-2	6	0	188.312
1669	4	6	-1	-128	16	3	0	188.312
1669	1	6	0	-116	0	5	0	188.312
1670	3	4	1	970	-1	6	0	121.294
1670	4	4	1	980	38	4	0	121.294
1671	1	8	-2	802	1	3	0	42.3184
1671	2	8	-2	787	-14	5	0	42.3184
1671	3	8	-2	773	-6	6	0	42.3184
1672	1	9	-2	-571	-5	5	0	194.61
1672	2	9	-2	-575	-5	6	0	194.61
1672	3	9	-2	-578	-1	5	0	194.61
1673	3	12	-1	-743	-9	6	0	36.9666
1673	4	12	-1	-750	-3	6	0	36.9666
1674	1	11	1	352	-13	6	0	54.2679
1674	2	11	1	335	-10	6	0	54.2679
1674	3	11	1	323	-3	5	0	54.2679
1674	4	11	1	318	-2	6	0	54.2679
1675	3	3	0	-757	-4	6	0	144.207
1675	4	3	0	-760	-1	6	0	144.207
1676	1	9	1	-298	-64	3	0	13.269
1676	2	9	1	-357	-43	6	0	13.269
1676	3	9	1	-418	-38	6	0	13.269
1676	4	9	1	-461	-36	6	0	13.269
1677	4	12	-2	-1104	-1	5	0	67.7207
1677	1	11	-1	1010	-75	3	0	67.7207
1677	2	12	-1	-1092	-8	4	0	67.7207
1678	1	4	-1	1021	-7	6	0	135.898
1678	3	4	-1	992	-149	2	0	135.898
1679	1	6	0	-344	-11	6	0	59.4468
1679	2	6	0	-360	-9	6	0	59.4468
1679	3	6	0	-373	-5	6	0	59.4468
1679	4	6	0	-378	-7	6	0	59.4468
1680	1	11	1	297	-37	3	0	30.0091
1680	2	11	1	271	-19	5	0	30.0091
1680	3	11	1	249	-11	6	0	30.0091
1680	4	11	1	238	-7	6	0	30.0091
1681	1	12	0	-602	24	2	0	98.2342
1681	2	12	0	-612	-6	5	0	98.2342
1681	3	12	0	-619	-5	6	0	98.2342
1681	4	12	0	-622	-2	5	0	98.2342
1682	1	10	0	274	-9	6	0	92.5028
1682	2	10	0	264	-5	6	0	92.5028
1682	3	10	0	257	-1	6	0	92.5028
1682	4	10	0	253	-6	5	0	92.5028
1683	1	1	1	-549	-5	6	0	167.777
1683	2	1	1	-554	-2	6	0	167.777
1683	3	1	1	-558	-4	6	0	167.777
1684	1	8	1	-362	-51	6	0	14.2869
1684	2	8	1	-420	-30	5	0	14.2869
1684	3	8	1	-454	-15	6	0	14.2869
1684	4	8	1	-464	-1	6	0	14.2869
1685	2	6	1	316	-5	6	0	82.1077
1685	3	6	1	302	45	5	0	82.1077
1685	4	6	1	306	-1	6	0	82.1077
1686	4	4	-2	103	-1	5	0	164.021
1686	1	4	-1	115	11	2	0	164.021
1686	2	4	-1	108	-5	6	0	164.021
1687	2	7	1	-754	-2	6	0	150.694
1688	1	8	2	1187	-22	3	0	160.06
1688	2	9	2	-960	-3	5	0	160.06
1689	1	8	0	257	-15	6	0	44.0163
1689	3	8	1	224	-6	6	0	44.0163
1689	4	8	1	217	-5	6	0	44.0163
1690	1	10	1	-265	-6	6	0	132.91
1690	2	10	2	-271	-4	6	0	132.91
1690	3	10	2	-276	-3	6	0	132.91
1690	4	10	2	-280	-16	3	0	132.91
1691	4	5	-1	112	11	3	0	101.09
1691	1	5	0	126	-4	6	0	101.09
1691	2	5	0	120	36	2	0	101.09
1692	2	4	-1	-1002	-3	5	0	81.7901
1692	4	4	-1	-1011	3	5	0	81.7901
1693	2	2	1	765	-5	6	0	165.202
1693	3	2	1	761	-19	3	0	165.202
1693	4	3	1	-1384	0	6	0	165.202
1694	4	4	0	1681	-15	2	0	106.179
1694	1	5	0	-443	30	2	0	106.179
1694	2	5	0	-453	5	3	0	106.179
1694	3	5	0	-459	-2	6	0	106.179
1694	4	5	0	-462	-2	6	0	106.179
1696	4	1	-2	-103	12	3	0	137.134
1696	1	1	-1	-89	-3	6	0	137.134
1696	2	1	-1	-95	-6	6	0	137.134
1696	3	1	-1	-101	-2	6	0	137.134
1697	1	7	-1	-305	-21	6	0	34.1
1697	2	7	-1	-331	-18	6	0	34.1
1697	3	7	-1	-350	-13	6	0	34.1
1697	4	7	-1	-360	-3	6	0	34.1
1698	2	11	2	675	-36	5	0	12.1079
1698	3	11	2	639	-14	6	0	12.1079
1699	1	11	0	-106	-12	6	0	52.5031
1699	2	11	0	-122	-10	5	0	52.5031
1699	3	11	0	-118	90	2	0	52.5031
1699	4	11	0	-137	-3	6	0	52.5031
1700	1	7	1	660	-6	2	0	69.4613
1700	2	7	2	650	-5	2	0	69.4613
1700	3	7	2	644	-1	6	0	69.4613
1700	4	7	2	642	-29	2	0	69.4613
1701	2	1	-2	-537	-9	5	0	49.4327
1701	3	1	-2	-552	-10	6	0	49.4327
1701	4	1	-2	-560	-3	6	0	49.4327
1702	3	3	-2	171	-1	6	0	56.2691
1702	4	3	-2	168	-1	6	0	56.2691
1702	1	3	-1	197	-13	5	0	56.2691
1703	4	1	-1	-1180	-2	2	0	95.8207
1703	1	12	-1	974	-6	6	0	95.8207
1703	3	12	-1	971	47	4	0	95.8207
1704	4	7	1	1384	2	5	0	147.626
1704	3	8	1	-744	144	2	0	147.626
1705	1	8	2	1190	-17	6	0	37.8265
1705	2	9	2	-973	-13	5	0	37.8265
1706	1	4	-1	-303	-112	3	0	76.51
1706	2	4	-1	-265	-9	6	0	76.51
1706	3	4	-1	-273	-5	5	0	76.51
1706	4	4	-1	-277	-5	6	0	76.51
1707	1	9	0	-204	-84	6	0	8.74671
1707	2	9	0	-307	-60	5	0	8.74671
1707	3	9	0	-377	285	3	0	8.74671
1708	3	9	-2	-566	-3	6	0	68.8002
1708	1	9	-1	-549	-11	6	0	68.8002
1708	2	9	-1	-560	-6	6	0	68.8002
1709	3	5	-1	1021	-1	3	0	196.831
1709	4	5	-1	1020	-1	6	0	196.831
1710	1	11	1	119	-14	6	0	50.9834
1710	2	11	1	103	-10	6	0	50.9834
1710	3	11	1	91	-9	6	0	50.9834
1711	2	9	-2	-883	-2	6	0	119.783
1711	1	8	-1	1267	-9	2	0	119.783
1712	1	1	0	-563	-23	5	0	31.2054
1712	2	1	0	-592	-16	5	0	31.2054
1712	3	1	0	-613	-11	6	0	31.2054
