Event,n_Primitive,1dtPrimitive.id_r,2dtPrimitive.id_r,3dtPrimitive.id_r,4dtPrimitive.id_r,1dtPrimitive.id_eta,2dtPrimitive.id_eta,3dtPrimitive.id_eta,4dtPrimitive.id_eta,1dtPrimitive.id_phi,2dtPrimitive.id_phi,3dtPrimitive.id_phi,4dtPrimitive.id_phi,1dtPrimitive.phiGlb,2dtPrimitive.phiGlb,3dtPrimitive.phiGlb,4dtPrimitive.phiGlb,1dtPrimitive.phiB,2dtPrimitive.phiB,3dtPrimitive.phiB,4dtPrimitive.phiB,delta_phi12,delta_phi13,delta_phi14,delta_phi23,delta_phi24,delta_phi34,genParticle.pt
1117.0,3.0,1.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,4.0,3.0,4.0,0.0,1.3154252767562866,1.3140432834625244,1.3137162923812866,0.0,-4.0,-10.0,0.0,0.0,0.001381993293762207,0.001708984375,1.3154252767562866,0.00032699108123779297,1.3140432834625244,1.3137162923812866,119.35700988769531
1118.0,4.0,1.0,1.0,1.0,1.0,-1.0,-2.0,-2.0,-2.0,4.0,4.0,4.0,4.0,1.4792436361312866,1.4770463705062866,1.4760698080062866,1.4755815267562866,-5.0,-3.0,0.0,0.0,0.002197265625,0.003173828125,0.003662109375,0.0009765625,0.00146484375,0.00048828125,122.16785430908205
1119.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,8.0,8.0,8.0,3.5892636775970463,3.5875546932220463,3.5860898494720463,3.5853574275970463,-7.0,-6.0,1.0,-11.0,0.001708984375,0.003173828125,0.00390625,0.00146484375,0.002197265625,0.000732421875,107.13477325439452
1120.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,1.4968217611312866,1.4946244955062866,1.4934037923812866,1.4926713705062866,-8.0,-3.0,-3.0,1.0,0.002197265625,0.00341796875,0.004150390625,0.001220703125,0.001953125,0.000732421875,103.81299591064452
1121.0,4.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,4.0,4.0,4.0,4.0,1.4365190267562866,1.4296830892562866,1.4248002767562866,1.4226030111312866,-19.0,-18.0,-10.0,-4.0,0.0068359375,0.01171875,0.013916015625,0.0048828125,0.007080078125,0.002197265625,28.60099220275879
1122.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,10.0,0.0,0.0,4.93504524230957,4.93040657043457,0.0,0.0,-13.0,-10.0,0.0,0.0,0.004638671875,4.93504524230957,4.93504524230957,4.93040657043457,4.93040657043457,0.0,73.72374725341797
1123.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,6.0,6.0,6.0,0.0,2.680249691009521,2.679273128509521,2.679028987884521,0.0,-3.0,0.0,-6.0,0.0,0.0009765625,0.001220703125,2.680249691009521,0.000244140625,2.679273128509521,2.679028987884521,166.19049072265625
1124.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,9.0,9.0,9.0,0.0,4.2793664932250985,4.2754602432250985,4.2739953994750985,0.0,-21.0,-19.0,-1.0,0.0,0.00390625,0.00537109375,4.2793664932250985,0.00146484375,4.2754602432250985,4.2739953994750985,31.60698127746582
1125.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.5035792589187622,0.5023585557937622,0.5011378526687622,0.0,-7.0,-4.0,-3.0,0.0,0.001220703125,0.00244140625,0.5035792589187622,0.001220703125,0.5023585557937622,0.5011378526687622,157.2040557861328
1126.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.083251953125,-0.084716796875,0.0,0.0,-3.0,-5.0,0.0,0.0,0.00146484375,0.083251953125,0.083251953125,0.084716796875,0.084716796875,0.0,185.7889862060547
1127.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,11.0,11.0,12.0,0.0,5.455714225769043,5.442530632019043,5.4397621154785165,0.0,-28.0,-9.0,-10.0,0.0,0.01318359375,0.015952110290526456,5.455714225769043,0.0027685165405264556,5.442530632019043,5.4397621154785165,28.947206497192386
1128.0,4.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.1171875,0.11474609375,0.113037109375,0.112548828125,-9.0,-4.0,-3.0,-1.0,0.00244140625,0.004150390625,0.004638671875,0.001708984375,0.002197265625,0.00048828125,81.45697784423828
1129.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,3.364493131637573,3.362540006637573,3.362051725387573,0.0,-5.0,-4.0,0.0,0.0,0.001953125,0.00244140625,3.364493131637573,0.00048828125,3.362540006637573,3.362051725387573,168.3180389404297
1130.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,9.0,9.0,10.0,0.0,4.437325477600098,4.430489540100098,4.42967414855957,0.0,-12.0,-6.0,-3.0,0.0,0.0068359375,0.007651329040527344,4.437325477600098,0.0008153915405273438,4.430489540100098,4.42967414855957,61.95969009399414
1131.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,1.5417436361312866,1.5378373861312866,1.5349076986312866,1.5341752767562866,-14.0,-9.0,-7.0,1.0,0.00390625,0.0068359375,0.007568359375,0.0029296875,0.003662109375,0.000732421875,51.78705978393555
1132.0,4.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,12.0,12.0,12.0,1.0,5.9617347717285165,5.9610023498535165,5.9600257873535165,-0.3232421875,23.0,-2.0,-1.0,0.0,0.000732421875,0.001708984375,6.2849769592285165,0.0009765625,6.2842445373535165,6.2832679748535165,159.25994873046875
1133.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,1.0,0.0,6.0012855529785165,5.9961585998535165,-0.287353515625,0.0,-11.0,-4.0,0.0,0.0,0.005126953125,6.2886390686035165,6.0012855529785165,6.2835121154785165,5.9961585998535165,0.287353515625,62.21985626220703
1134.0,3.0,1.0,1.0,1.0,0.0,-1.0,-2.0,-2.0,0.0,9.0,9.0,9.0,0.0,4.1148157119750985,4.1128625869750985,4.1123743057250985,0.0,-2.0,-1.0,-3.0,0.0,0.001953125,0.00244140625,4.1148157119750985,0.00048828125,4.1128625869750985,4.1123743057250985,180.6138916015625
1135.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,8.0,8.0,0.0,0.0,3.6759335994720463,3.6752011775970463,0.0,0.0,-3.0,0.0,0.0,0.0,0.000732421875,3.6759335994720463,3.6759335994720463,3.6752011775970463,3.6752011775970463,0.0,178.1647186279297
1136.0,2.0,1.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,6.0,6.0,0.0,0.0,2.450513362884521,2.449048519134521,0.0,0.0,-5.0,-4.0,0.0,0.0,0.00146484375,2.450513362884521,2.450513362884521,2.449048519134521,2.449048519134521,0.0,80.13101196289062
1137.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,3.283438444137573,3.282461881637573,3.281973600387573,3.281729459762573,4.0,-1.0,0.0,0.0,0.0009765625,0.00146484375,0.001708984375,0.00048828125,0.000732421875,0.000244140625,199.2235870361328
1138.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.16162109375,0.1552734375,0.15079604089260099,0.0,-31.0,-17.0,-8.0,0.0,0.00634765625,0.010825052857399015,0.16162109375,0.004477396607399015,0.1552734375,0.15079604089260099,25.50331115722656
1139.0,3.0,1.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,12.0,12.0,12.0,0.0,5.7114906311035165,5.7102699279785165,5.7092933654785165,0.0,-4.0,-14.0,0.0,0.0,0.001220703125,0.002197265625,5.7114906311035165,0.0009765625,5.7102699279785165,5.7092933654785165,139.28408813476562
1140.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,1.2444632053375244,1.2437307834625244,0.0,0.0,-25.0,-2.0,0.0,0.0,0.000732421875,1.2444632053375244,1.2444632053375244,1.2437307834625244,1.2437307834625244,0.0,177.5220947265625
1141.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0,4.1214075088500985,4.1199426651000985,4.1189661026000985,4.1184778213500985,-5.0,-2.0,-2.0,-1.0,0.00146484375,0.00244140625,0.0029296875,0.0009765625,0.00146484375,0.00048828125,145.23312377929688
1142.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,10.0,10.0,10.0,10.0,4.74388313293457,4.74266242980957,4.74168586730957,4.74095344543457,-5.0,-4.0,-4.0,-3.0,0.001220703125,0.002197265625,0.0029296875,0.0009765625,0.001708984375,0.000732421875,154.8821563720703
1143.0,3.0,1.0,1.0,1.0,0.0,-1.0,-1.0,-2.0,0.0,3.0,4.0,4.0,0.0,1.3345510959625244,1.3327592611312866,1.3305619955062866,0.0,-8.0,-5.0,0.0,0.0,0.001791834831237793,0.003989100456237793,1.3345510959625244,0.002197265625,1.3327592611312866,1.3305619955062866,93.16305541992188
1144.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,7.0,7.0,7.0,0.0,3.089346647262573,3.088125944137573,3.087149381637573,0.0,-5.0,-4.0,-24.0,0.0,0.001220703125,0.002197265625,3.089346647262573,0.0009765625,3.088125944137573,3.087149381637573,178.74021911621094
1145.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,3.367178678512573,3.364981412887573,3.364248991012573,0.0,-39.0,-5.0,-2.0,0.0,0.002197265625,0.0029296875,3.367178678512573,0.000732421875,3.364981412887573,3.364248991012573,126.34032440185548
1146.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,1.8662065267562864,1.8612408638000488,0.0,0.0,-2.0,18.0,0.0,0.0,0.004965662956237571,1.8662065267562864,1.8662065267562864,1.8612408638000488,1.8612408638000488,0.0,39.77079391479492
1147.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.3580714464187622,0.3558741807937622,0.0,0.0,-9.0,-2.0,0.0,0.0,0.002197265625,0.3580714464187622,0.3580714464187622,0.3558741807937622,0.3558741807937622,0.0,55.85460662841797
1148.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,12.0,0.0,0.0,5.531641960144043,5.5296058654785165,0.0,0.0,-9.0,-6.0,0.0,0.0,0.0020360946655264556,5.531641960144043,5.531641960144043,5.5296058654785165,5.5296058654785165,0.0,89.72402954101562
1149.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,0.0,1.9320416450500488,1.9300885200500488,1.9287065267562864,0.0,-4.0,-3.0,0.0,0.0,0.001953125,0.003335118293762429,1.9320416450500488,0.001381993293762429,1.9300885200500488,1.9287065267562864,85.59884643554688
1150.0,2.0,1.0,1.0,0.0,0.0,-1.0,-2.0,0.0,0.0,11.0,11.0,0.0,0.0,5.368067741394043,5.362452507019043,0.0,0.0,-8.0,12.0,0.0,0.0,0.005615234375,5.368067741394043,5.368067741394043,5.362452507019043,5.362452507019043,0.0,74.93598937988281
1151.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,4.90428352355957,4.90306282043457,4.91136360168457,4.90184211730957,-5.0,-4.0,137.0,-1.0,0.001220703125,0.007080078125,0.00244140625,0.00830078125,0.001220703125,0.009521484375,172.79080200195312
1152.0,2.0,1.0,1.0,0.0,0.0,-1.0,-2.0,0.0,0.0,7.0,7.0,0.0,0.0,3.430166959762573,3.426748991012573,0.0,0.0,-8.0,1.0,0.0,0.0,0.00341796875,3.430166959762573,3.430166959762573,3.426748991012573,3.426748991012573,0.0,92.08007049560548
1153.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-0.056396484375,-0.0576171875,-0.044677734375,0.0,-6.0,-5.0,22.0,0.0,0.001220703125,0.01171875,0.056396484375,0.012939453125,0.0576171875,0.044677734375,170.5853271484375
1154.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,12.0,12.0,12.0,0.0,5.7857093811035165,5.7627601623535165,5.7420082092285165,0.0,-78.0,-55.0,-16.0,0.0,0.02294921875,0.043701171875,5.7857093811035165,0.020751953125,5.7627601623535165,5.7420082092285165,10.266651153564453
1155.0,4.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,12.0,12.0,12.0,12.0,5.6768226623535165,5.6758460998535165,5.6751136779785165,5.6748695373535165,-9.0,-3.0,-2.0,-2.0,0.0009765625,0.001708984375,0.001953125,0.000732421875,0.0009765625,0.000244140625,195.12435913085938
1156.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.4589799642562866,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.4589799642562866,1.4589799642562866,1.4589799642562866,0.0,0.0,0.0,174.7821044921875
1157.0,3.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,6.0,6.0,6.0,0.0,2.543530941009521,2.527417659759521,2.525952816009521,0.0,-24.0,-44.0,-7.0,0.0,0.01611328125,0.017578125,2.543530941009521,0.00146484375,2.527417659759521,2.525952816009521,31.20911979675293
1158.0,3.0,1.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,4.0,4.0,4.0,0.0,1.3876909017562866,1.3867143392562866,1.3862260580062866,0.0,-3.0,-2.0,-4.0,0.0,0.0009765625,0.00146484375,1.3876909017562866,0.00048828125,1.3867143392562866,1.3862260580062866,187.71304321289062
1159.0,2.0,1.0,1.0,0.0,0.0,-1.0,-2.0,0.0,0.0,2.0,3.0,0.0,0.0,0.7726222276687622,0.7669241428375244,0.0,0.0,-12.0,-1.0,0.0,0.0,0.005698084831237793,0.7726222276687622,0.7726222276687622,0.7669241428375244,0.7669241428375244,0.0,70.45018768310547
1160.0,3.0,1.0,1.0,1.0,0.0,-2.0,-2.0,-2.0,0.0,7.0,7.0,7.0,0.0,3.264151334762573,3.262686491012573,3.261465787887573,0.0,-11.0,-6.0,-5.0,0.0,0.00146484375,0.002685546875,3.264151334762573,0.001220703125,3.262686491012573,3.261465787887573,119.58295440673828
1161.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,2.698316097259521,2.697339534759521,2.696362972259521,2.696118831634521,-2.0,-6.0,-1.0,-1.0,0.0009765625,0.001953125,0.002197265625,0.0009765625,0.001220703125,0.000244140625,199.6511688232422
1162.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,3.0,3.0,0.0,0.8292628526687622,0.8262503147125244,0.8230764865875244,0.0,-30.0,-7.0,-3.0,0.0,0.003012537956237793,0.006186366081237793,0.8292628526687622,0.003173828125,0.8262503147125244,0.8230764865875244,62.45956420898438
1163.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,5.0,1.9476666450500488,1.9449810981750488,1.9438432455062864,1.9440045356750488,-26.0,-3.0,-1.0,1.0,0.002685546875,0.003823399543762429,0.003662109375,0.001137852668762429,0.0009765625,0.00016129016876242908,37.86793899536133
1164.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,1.2683889865875244,1.2661917209625244,1.2663530111312866,0.0,-4.0,0.0,-2.0,0.0,0.002197265625,0.002035975456237793,1.2683889865875244,0.00016129016876220703,1.2661917209625244,1.2663530111312866,188.4235382080078
1165.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0,3.8800351619720463,3.8675839900970463,3.8651425838470463,0.0,-34.0,-10.0,-6.0,0.0,0.012451171875,0.014892578125,3.8800351619720463,0.00244140625,3.8675839900970463,3.8651425838470463,35.067920684814446
1166.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,6.0,5.0,5.0,0.0,2.356030941009521,2.351231098175049,2.349033832550049,0.0,-10.0,-8.0,-4.0,0.0,0.004799842834472212,0.006997108459472212,2.356030941009521,0.002197265625,2.351231098175049,2.349033832550049,36.40311050415039
1167.0,2.0,1.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.148681640625,-0.150634765625,0.0,0.0,-6.0,-2.0,0.0,0.0,0.001953125,0.148681640625,0.148681640625,0.150634765625,0.150634765625,0.0,80.94384002685547
1168.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,4.0,0.0,1.3069632053375244,1.2742483615875244,1.2705034017562866,0.0,-77.0,-18.0,-7.0,0.0,0.03271484375,0.03645980358123779,1.3069632053375244,0.003744959831237793,1.2742483615875244,1.2705034017562866,9.95799160003662
1169.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,8.0,8.0,3.7845761775970463,3.7652890682220463,3.7528378963470463,3.7523496150970463,-63.0,-49.0,-22.0,49.0,0.019287109375,0.03173828125,0.0322265625,0.012451171875,0.012939453125,0.00048828125,11.928030967712402
1170.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,1.7238725423812866,1.7038530111312866,0.0,0.0,-10.0,-194.0,0.0,0.0,0.02001953125,1.7238725423812866,1.7238725423812866,1.7038530111312866,1.7038530111312866,0.0,71.88282775878906
1171.0,2.0,1.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,3.0,4.0,0.0,0.0,1.3577444553375244,1.3376420736312866,0.0,0.0,-91.0,-51.0,0.0,0.0,0.020102381706237793,1.3577444553375244,1.3577444553375244,1.3376420736312866,1.3376420736312866,0.0,6.694551944732666
1172.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,2.1634869575500493,2.1625103950500493,2.1612896919250493,2.1610455513000493,-7.0,5.0,-34.0,0.0,0.0009765625,0.002197265625,0.00244140625,0.001220703125,0.00146484375,0.000244140625,174.57896423339844
1173.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.021728515625,0.0185546875,0.015869140625,0.0,-11.0,-9.0,-6.0,0.0,0.003173828125,0.005859375,0.021728515625,0.002685546875,0.0185546875,0.015869140625,70.87667846679688
1174.0,3.0,1.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,2.0,2.0,2.0,0.0,0.4098292589187622,0.4078761339187622,0.4073878526687622,0.0,-4.0,-9.0,0.0,0.0,0.001953125,0.00244140625,0.4098292589187622,0.00048828125,0.4078761339187622,0.4073878526687622,138.40287780761722
1175.0,2.0,1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,10.0,10.0,0.0,0.0,4.52488899230957,4.52440071105957,0.0,0.0,-2.0,-2.0,0.0,0.0,0.00048828125,4.52488899230957,4.52488899230957,4.52440071105957,4.52440071105957,0.0,79.66869354248047
1176.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0,10.0,10.0,0.0,4.92894172668457,4.91990852355957,4.91868782043457,0.0,-17.0,-5.0,-4.0,0.0,0.009033203125,0.01025390625,4.92894172668457,0.001220703125,4.91990852355957,4.91868782043457,41.110313415527344
1177.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,1.6589311361312866,1.6560014486312866,1.6538041830062866,1.6530717611312866,-11.0,-6.0,-3.0,-3.0,0.0029296875,0.005126953125,0.005859375,0.002197265625,0.0029296875,0.000732421875,72.46598052978516
1178.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,7.0,6.0,6.0,2.867017269134521,2.867178678512573,2.863599300384521,2.862622737884521,-7.0,42.0,-5.0,1.0,0.0001614093780517578,0.00341796875,0.00439453125,0.003579378128051758,0.004555940628051758,0.0009765625,106.52088165283205
1179.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,12.0,5.8272132873535165,5.8250160217285165,5.8237953186035165,5.8230628967285165,-6.0,-2.0,-1.0,19.0,0.002197265625,0.00341796875,0.004150390625,0.001220703125,0.001953125,0.000732421875,112.67501068115234
1180.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,2.598462581634521,2.595288753509521,2.592847347259521,2.591382503509521,-12.0,-6.0,-8.0,-7.0,0.003173828125,0.005615234375,0.007080078125,0.00244140625,0.00390625,0.00146484375,66.34454345703125
1181.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,1.2447073459625244,1.2434866428375244,1.2425100803375244,1.2424272298812866,-3.0,-24.0,1.0,-2.0,0.001220703125,0.002197265625,0.002280116081237793,0.0009765625,0.001059412956237793,8.285045623779297e-05,146.84872436523438
1182.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,5.067774772644043,5.067042350769043,0.0,0.0,-4.0,-1.0,0.0,0.0,0.000732421875,5.067774772644043,5.067774772644043,5.067042350769043,5.067042350769043,0.0,183.28460693359372
1183.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,2.1251568794250493,2.1232037544250493,2.1217389106750493,0.0,-7.0,-6.0,-3.0,0.0,0.001953125,0.00341796875,2.1251568794250493,0.00146484375,2.1232037544250493,2.1217389106750493,84.70577239990234
1185.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,3.0,3.0,3.0,0.0,1.0994436740875244,1.0962698459625244,1.0935842990875244,0.0,-26.0,-8.0,-6.0,0.0,0.003173828125,0.005859375,1.0994436740875244,0.002685546875,1.0962698459625244,1.0935842990875244,48.82821273803711
1186.0,3.0,1.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,11.0,11.0,11.0,0.0,5.151270866394043,5.148585319519043,5.147364616394043,0.0,-8.0,-4.0,-3.0,0.0,0.002685546875,0.00390625,5.151270866394043,0.001220703125,5.148585319519043,5.147364616394043,60.31051635742188
1187.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,9.0,9.0,9.0,9.0,4.2215051651000985,4.2110071182250985,4.2024621963500985,4.2009973526000985,-36.0,-25.0,-32.0,22.0,0.010498046875,0.01904296875,0.0205078125,0.008544921875,0.010009765625,0.00146484375,18.967214584350586
1188.0,4.0,1.0,1.0,1.0,1.0,-1.0,-2.0,-2.0,-2.0,12.0,12.0,12.0,12.0,5.6506996154785165,5.6494789123535165,5.6482582092285165,5.6480140686035165,-4.0,0.0,-2.0,1.0,0.001220703125,0.00244140625,0.002685546875,0.001220703125,0.00146484375,0.000244140625,124.30379486083984
1189.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,0.0,6.0217933654785165,-0.265380859375,-0.26904296875,0.0,-14.0,9.0,-2.0,0.0,6.2871742248535165,6.2908363342285165,6.0217933654785165,0.003662109375,0.265380859375,0.26904296875,40.68998718261719
1190.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,3.4449765682220463,3.443350553512573,0.0,0.0,-5.0,-2.0,0.0,0.0,0.0016260147094735444,3.4449765682220463,3.4449765682220463,3.443350553512573,3.443350553512573,0.0,114.61404418945312
1191.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,3.0,3.0,4.0,0.0,1.1883108615875244,1.1866018772125244,1.1852983236312866,0.0,-7.0,-3.0,24.0,0.0,0.001708984375,0.003012537956237793,1.1883108615875244,0.001303553581237793,1.1866018772125244,1.1852983236312866,140.7894287109375
1192.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,3.5729062557220463,3.5616757869720463,3.5533750057220463,3.5504453182220463,-37.0,-26.0,-16.0,-10.0,0.01123046875,0.01953125,0.0224609375,0.00830078125,0.01123046875,0.0029296875,17.600982666015625
1193.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,0.9698050022125244,0.9683401584625244,0.9671194553375244,0.9668753147125244,-6.0,-5.0,-1.0,-1.0,0.00146484375,0.002685546875,0.0029296875,0.001220703125,0.00146484375,0.000244140625,122.89068603515624
1194.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.4396144151687622,0.4388819932937622,0.4379054307937622,0.4374171495437622,-8.0,-2.0,-2.0,-1.0,0.000732421875,0.001708984375,0.002197265625,0.0009765625,0.00146484375,0.00048828125,196.44796752929688
1195.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.055419921875,0.052734375,0.05224609375,0.0,-3.0,-5.0,-1.0,0.0,0.002685546875,0.003173828125,0.055419921875,0.00048828125,0.052734375,0.05224609375,134.69752502441406
1196.0,2.0,1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.8780081272125244,0.8711721897125244,0.0,0.0,-37.0,-8.0,0.0,0.0,0.0068359375,0.8780081272125244,0.8780081272125244,0.8711721897125244,0.8711721897125244,0.0,8.576991081237793
1197.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,2.740064144134521,2.735913753509521,2.732007503509521,2.730542659759521,-17.0,-9.0,-4.0,-1.0,0.004150390625,0.008056640625,0.009521484375,0.00390625,0.00537109375,0.00146484375,45.22002792358398
1198.0,3.0,1.0,1.0,1.0,0.0,-1.0,-2.0,-2.0,0.0,3.0,3.0,3.0,0.0,1.2054007053375244,1.2032034397125244,1.2022268772125244,0.0,-5.0,-3.0,-3.0,0.0,0.002197265625,0.003173828125,1.2054007053375244,0.0009765625,1.2032034397125244,1.2022268772125244,137.97917175292972
1199.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.8378077745437622,0.0,0.0,0.0,-34.0,0.0,0.0,0.0,0.8378077745437622,0.8378077745437622,0.8378077745437622,0.0,0.0,0.0,155.9849395751953
1200.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,3.187002897262573,3.186026334762573,0.0,0.0,-3.0,0.0,0.0,0.0,0.0009765625,3.187002897262573,3.187002897262573,3.186026334762573,3.186026334762573,0.0,178.65121459960938
1201.0,4.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-2.0,-2.0,1.0,1.0,1.0,1.0,-0.02734375,-0.032470703125,-0.0361328125,-0.037841796875,-17.0,-15.0,-7.0,-3.0,0.005126953125,0.0087890625,0.010498046875,0.003662109375,0.00537109375,0.001708984375,35.17183303833008
1202.0,4.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,9.0,9.0,9.0,9.0,4.1189661026000985,4.1157922744750985,4.1131067276000985,4.1123743057250985,-10.0,-8.0,-4.0,-12.0,0.003173828125,0.005859375,0.006591796875,0.002685546875,0.00341796875,0.000732421875,64.08348083496094
