Event,dtPrimitive.id_r,dtPrimitive.id_eta,dtPrimitive.id_phi,dtPrimitive.bxTrackFinder(),dtPrimitive.phiGlb(),dtPrimitive.bx
404,1,0,10,0,4.58958625793457,0
404,2,0,10,-2,4.57957649230957,-2
404,2,0,10,0,4.58812141418457,0
404,3,0,10,0,4.58690071105957,0
404,4,0,10,0,4.58616828918457,0
405,1,0,7,0,3.1418368816375732,0
405,2,0,7,0,3.1396396160125732,0
405,3,0,7,0,3.1381747722625732,0
405,4,0,7,0,3.1374423503875732,0
406,1,0,4,0,1.4975541830062866,0
406,2,0,4,-1,1.4936479330062866,-1
406,2,0,4,0,1.4943803548812866,0
406,3,0,4,0,1.4909623861312866,0
406,4,0,4,0,1.4897416830062866,0
407,2,1,3,0,0.8570120334625244,0
407,3,1,3,0,0.8477346897125244,0
407,4,1,3,0,0.8465139865875244,0
408,3,-2,2,0,0.5677882432937622,0
408,4,-2,2,0,0.5677882432937622,0
408,1,-1,2,0,0.5699855089187622,0
409,3,-1,5,0,2.251865863800049,0
409,4,-1,5,0,2.251133441925049,0
409,1,0,5,0,2.255283832550049,0
410,1,1,2,0,0.6351710557937622,0
410,2,2,2,0,0.6307765245437622,0
410,3,2,2,-1,0.6276026964187622,-1
410,3,2,2,0,0.6278468370437622,0
410,4,2,2,0,0.6268702745437622,0
411,2,-2,11,-6,5.094630241394043,-6
411,2,-2,11,-1,5.100245475769043,-1
411,2,-2,11,0,5.094630241394043,0
411,3,-2,11,0,5.093165397644043,0
411,4,-2,11,0,5.092677116394043,0
411,1,-1,11,0,5.096827507019043,0
412,1,1,10,0,4.69163703918457,0
412,2,1,10,-5,4.68919563293457,-5
412,2,1,10,0,4.68895149230957,0
412,3,1,10,0,4.68968391418457,0
413,3,-2,11,0,5.124415397644043,0
413,4,-2,11,-2,5.124415397644043,-2
413,4,-2,11,0,5.122706413269043,0
413,1,-1,11,0,5.130274772644043,0
413,2,-1,11,0,5.126856803894043,0
414,1,1,5,0,2.012852191925049,0
414,2,1,5,0,2.011387348175049,0
414,3,1,5,0,2.009922504425049,0
414,4,1,5,0,2.009190082550049,0
415,1,0,1,0,0.107421875,0
415,2,0,1,0,0.10595703125,0
415,3,0,1,0,0.10498046875,0
415,4,0,1,0,0.1044921875,0
416,1,1,2,0,0.7169581651687622,0
416,2,1,2,0,0.7047511339187622,0
416,3,1,2,0,0.6964503526687622,0
416,4,2,3,0,0.6922171115875244,0
417,1,1,7,0,3.1618564128875732,0
417,2,1,7,-7,3.1618564128875732,-7
417,2,1,7,-6,3.1513583660125732,-6
417,2,1,7,-3,3.1433017253875732,-3
417,3,1,7,0,3.1567294597625732,0
417,3,1,7,1,3.1562411785125732,1
417,4,1,7,0,3.1552646160125732,0
418,1,0,7,0,3.3073642253875732,0
418,2,0,7,0,3.3061435222625732,0
418,3,0,7,0,3.3054111003875732,0
419,1,1,10,0,4.92503547668457,0
419,3,1,10,0,4.92308235168457,0
419,4,1,10,0,4.92259407043457,0
420,3,-2,11,0,5.283839225769043,0
420,4,-2,11,0,5.283350944519043,0
420,1,-1,11,0,5.285059928894043,0
421,1,-1,2,0,0.4137355089187622,0
421,2,-1,2,0,0.4086085557937622,0
421,3,-1,2,0,0.4047023057937622,0
421,4,-1,2,0,0.4029933214187622,0
422,1,0,4,0,1.6406205892562866,0
422,2,0,4,0,1.6393998861312866,0
422,3,0,4,0,1.6381791830062866,0
422,4,0,4,0,1.6374467611312866,0
423,3,-2,12,-1,5.658512115478516,-1
423,3,-2,12,0,5.660953521728516,0
423,4,-2,12,0,5.658512115478516,0
423,1,-1,12,0,5.660953521728516,0
424,1,0,6,0,2.6387457847595215,0
424,2,0,6,0,2.6365485191345215,0
424,3,0,6,0,2.6345953941345215,0
424,4,0,6,0,2.6338629722595215,0
425,1,0,12,0,5.641910552978516,0
425,2,0,12,0,5.640445709228516,0
425,3,0,12,0,5.639225006103516,0
426,1,0,6,0,2.8584723472595215,0
426,1,0,6,2,2.8574957847595215,2
426,3,0,6,0,2.8513922691345215,0
427,1,-2,4,0,1.4604448080062866,0
427,2,-2,4,0,1.4594682455062866,0
427,3,-2,4,0,1.4582475423812866,0
428,1,-1,2,0,0.8304835557937622,0
428,2,-1,3,0,0.8277151584625244,0
428,4,-1,3,0,0.8245413303375244,0
429,1,0,5,0,2.217197895050049,0
429,2,0,5,0,2.215733051300049,0
429,3,0,5,0,2.211338520050049,0
429,3,0,5,-2,2.214756488800049,-1
429,4,0,5,0,2.214512348175049,0
430,1,2,1,0,-0.120849609375,0
430,2,2,1,0,-0.122802734375,0
430,3,2,1,0,-0.12451171875,0
431,2,-2,9,0,4.293770790100098,0
431,3,-2,9,0,4.292794227600098,0
431,4,-2,9,0,4.292550086975098,0
431,1,-1,9,0,4.294747352600098,0
432,2,-1,4,0,1.4186967611312866,0
432,3,-1,4,0,1.4179643392562866,0
432,4,-1,4,0,1.4172319173812866,0
433,1,1,5,0,2.109776020050049,0
433,2,2,5,0,2.108555316925049,0
433,3,2,5,0,2.107822895050049,0
433,4,2,5,0,2.107334613800049,0
434,1,1,3,0,0.9610159397125244,0
434,2,2,3,0,0.9529592990875244,0
434,3,2,3,0,0.9470999240875244,0
434,4,2,3,0,0.9449026584625244,0
435,1,1,11,0,5.208399772644043,0
435,2,1,11,0,5.207423210144043,0
435,3,1,11,0,5.205958366394043,0
435,4,1,11,0,5.205714225769043,0
436,1,0,9,0,4.442940711975098,0
436,3,0,9,-1,4.440987586975098,-1
436,3,0,9,0,4.441231727600098,0
436,2,0,10,0,4.44236946105957,0
436,4,0,10,0,4.44163703918457,0
437,1,-1,11,0,5.110987663269043,0
437,2,-1,11,-2,5.111475944519043,-2
437,2,-1,11,-1,5.101466178894043,-1
437,3,-1,11,0,5.108790397644043,0
437,4,-1,11,0,5.108546257019043,0
438,1,1,2,0,0.7906886339187622,0
438,3,2,2,0,0.7887355089187622,0
438,2,2,3,0,0.7893850803375244,0
438,4,2,3,0,0.7881643772125244,0
439,1,1,7,0,3.0654208660125732,0
439,2,1,7,0,3.0627353191375732,0
439,3,1,7,0,3.0598056316375732,0
439,4,1,7,0,3.0593173503875732,0
440,4,-2,4,0,1.3547319173812866,0
440,2,-1,4,0,1.3598588705062866,0
441,1,-1,2,0,0.8024073839187622,0
441,2,-1,3,0,0.7993948459625244,0
441,4,-1,3,0,0.7964651584625244,0
443,2,1,6,0,2.6844000816345215,0
443,3,1,6,0,2.6809821128845215,0
443,4,1,6,0,2.6802496910095215,0
444,2,1,9,0,4.188057899475098,0
444,4,1,9,0,4.186104774475098,0
445,1,0,9,0,4.417305946350098,0
445,4,1,10,-1,4.41649055480957,-1
445,4,1,10,0,4.42894172668457,0
446,2,-1,10,0,4.84056282043457,0
446,3,-1,10,0,4.83763313293457,0
446,4,-1,10,0,4.83616828918457,0
447,4,0,4,0,1.9321244955062866,0
447,2,0,5,0,1.9271588325500488,0
447,3,0,5,-4,1.9325299263000488,-4
447,3,0,5,-3,1.9337506294250488,-3
447,3,0,5,0,1.9457135200500488,0
448,1,-2,4,0,1.6486772298812866,0
448,2,-2,4,0,1.6474565267562866,0
448,3,-2,4,0,1.6462358236312866,0
449,4,0,4,-2,1.9262651205062866,-2
449,2,0,5,-2,1.9305768013000488,-2
449,2,0,5,0,1.9291119575500488,0
449,3,0,5,-1,1.9271588325500488,-1
449,3,0,5,0,1.9271588325500488,0
450,3,-2,2,0,0.4330226182937622,0
450,4,-2,2,0,0.4322901964187622,0
450,1,-1,2,0,0.4398585557937622,0
450,2,-1,2,-6,0.4374171495437622,-6
450,2,-1,2,-4,0.4413233995437622,-4
450,2,-1,2,-1,0.4347316026687622,-1
450,2,-1,2,0,0.4493800401687622,0
451,3,-2,6,0,2.5391364097595215,0
451,4,-2,6,0,2.5362067222595215,0
451,1,-1,6,0,2.5542731285095215,0
452,1,0,5,0,2.132969379425049,0
452,2,0,5,0,2.119297504425049,0
452,2,0,5,1,2.125889301300049,1
453,1,0,6,-4,2.9114508628845215,-4
453,1,0,6,0,2.9109625816345215,0
453,2,0,7,0,2.9091708660125732,0
453,4,1,6,0,2.9043707847595215,0
454,1,2,8,0,3.734283208847046,0
454,2,2,8,0,3.733306646347046,0
454,3,2,8,0,3.732818365097046,0
455,1,2,1,0,0.178955078125,0
455,2,2,1,-2,0.177490234375,-2
455,2,2,1,0,0.171142578125,0
455,3,2,1,0,0.177001953125,0
456,1,0,11,0,5.214259147644043,0
456,2,0,11,0,5.207911491394043,0
457,2,-1,3,0,1.2185842990875244,0
457,3,-1,3,0,1.2151663303375244,0
457,4,-1,4,-4,1.2106889486312866,-4
457,4,-1,4,-1,1.2109330892562866,-1
457,4,-1,4,0,1.2123979330062866,0
458,4,-2,8,0,3.548492193222046,0
458,1,-1,8,0,3.556792974472046,0
458,2,-1,8,0,3.553130865097046,0
458,3,-1,8,0,3.550445318222046,0
459,1,-1,6,0,2.6516852378845215,0
459,2,-1,6,-2,2.6504645347595215,-2
459,3,-1,6,0,2.6497321128845215,0
459,4,-1,6,0,2.6497321128845215,0
460,2,-2,2,0,0.3273097276687622,0
460,3,-2,2,0,0.3234034776687622,0
460,4,-2,2,0,0.3212062120437622,0
461,1,1,5,0,2.045567035675049,0
461,3,2,5,0,2.042393207550049,0
461,4,2,5,0,2.041904926300049,0
462,1,1,12,0,5.977848052978516,0
462,4,2,1,0,-0.3076171875,0
462,3,2,12,0,5.975650787353516,0
463,2,1,3,0,0.8257620334625244,0
463,4,1,3,0,0.8233206272125244,0
464,4,0,7,0,3.4597079753875732,0
464,2,0,8,0,3.464263677597046,0
465,1,1,3,0,0.9991018772125244,0
465,2,1,3,0,0.9939749240875244,0
465,3,1,3,0,0.9898245334625244,0
466,1,1,6,0,2.6228766441345215,0
466,2,2,6,-1,2.6175055503845215,-1
466,3,2,6,0,2.6153082847595215,0
466,4,2,6,0,2.6135993003845215,0
467,1,0,3,0,1.3257620334625244,0
467,2,0,4,0,1.3225053548812866,0
467,4,0,4,0,1.3193315267562866,0
468,2,2,12,0,5.890689849853516,0
468,3,2,12,0,5.889469146728516,0
468,4,2,12,0,5.888980865478516,0
469,1,0,5,0,2.146885395050049,0
469,2,0,5,0,2.143711566925049,0
469,3,0,5,0,2.142002582550049,0
469,4,0,5,0,2.141514301300049,0
470,1,1,12,0,5.668277740478516,0
470,2,1,12,0,5.667057037353516,0
470,3,1,12,0,5.666568756103516,0
470,4,2,12,0,5.666324615478516,0
471,1,2,8,0,3.828521490097046,0
472,4,-1,6,0,2.9163336753845215,0
472,2,-1,7,0,2.9182040691375732,0
473,1,0,7,-2,3.0600497722625732,-2
473,1,0,7,0,3.0908114910125732,0
473,2,0,7,0,3.0886142253875732,0
474,2,2,6,0,2.7322516441345215,0
474,3,2,6,-2,2.7315192222595215,-2
474,4,2,6,0,2.7315192222595215,0
475,2,-1,7,0,3.2875888347625732,0
475,3,-1,7,0,3.2841708660125732,0
475,4,-1,7,0,3.2829501628875732,0
476,3,-1,11,0,5.483057975769043,0
476,2,-1,12,0,5.493961334228516,0
476,4,-1,12,0,5.478092193603516,0
477,1,1,12,0,5.840396881103516,0
477,3,2,12,0,5.832584381103516,0
477,4,2,12,0,5.830631256103516,0
478,1,-1,1,0,0.11376953125,0
478,2,-1,1,0,0.109130859375,0
478,3,-1,1,0,0.10595703125,0
478,4,-1,1,0,0.104736328125,0
479,2,1,1,0,-0.231201171875,0
479,4,1,1,0,-0.232177734375,0
480,1,0,9,0,4.431954383850098,0
480,1,0,9,-2,4.431466102600098,-1
480,4,1,10,0,4.42918586730957,0
481,1,1,6,0,2.5913825035095215,0
481,2,1,6,0,2.5862555503845215,0
481,3,1,6,0,2.5825934410095215,0
481,4,1,6,0,2.5811285972595215,0
482,1,-2,4,0,1.7028764486312866,0
482,2,-2,4,0,1.7011674642562866,0
482,3,-2,4,-3,1.6965287923812866,-3
482,3,-2,4,0,1.7001909017562866,0
483,1,0,6,-6,2.5105719566345215,-6
483,1,0,6,-1,2.5135016441345215,-1
483,1,0,6,0,2.4995856285095215,0
483,2,0,6,0,2.5061774253845215,0
483,3,0,6,0,2.5020270347595215,0
484,1,1,1,0,0.24365234375,0
484,3,1,1,0,0.241455078125,0
484,4,1,2,0,0.240883931517601,0
485,1,1,3,0,1.0616018772125244,0
485,2,1,3,0,1.0603811740875244,0
485,3,1,3,0,1.0594046115875244,0
485,4,1,3,0,1.0589163303375244,0
486,3,-2,5,0,2.069004535675049,0
486,4,-2,5,0,2.068027973175049,0
486,1,-1,5,0,2.075840473175049,0
486,2,-1,5,-2,2.072422504425049,-2
487,4,-2,9,0,4.245186805725098,0
487,1,-1,9,0,4.249337196350098,0
487,2,-1,9,0,4.247384071350098,0
487,3,-1,9,0,4.245919227600098,0
488,4,1,7,0,3.4489657878875732,0
488,2,1,8,0,3.458404302597046,0
489,1,0,2,0,0.4603663682937622,0
489,2,0,2,0,0.4530421495437622,0
489,3,0,2,0,0.4474269151687622,0
489,4,0,2,0,0.4457179307937622,0
490,3,1,10,0,4.64573860168457,0
490,4,1,10,0,4.64500617980957,0
491,3,-2,7,0,3.1469638347625732,0
491,1,-1,7,0,3.1494052410125732,0
491,2,-1,7,0,3.1479403972625732,0
492,2,-2,6,0,2.6868414878845215,0
492,3,-2,6,0,2.6861090660095215,0
493,3,-2,2,0,0.7186671495437622,0
493,4,-2,3,0,0.7161428928375244,0
493,4,-2,3,1,0.7163870334625244,1
493,1,-1,2,0,0.7272120714187622,0
493,2,-1,2,0,0.7230616807937622,0
494,3,-1,7,0,3.3547275066375732,0
494,4,-1,7,-2,3.3620517253875732,-2
494,4,-1,7,0,3.3615634441375732,0
494,1,0,7,-2,3.3723056316375732,-2
494,1,0,7,-1,3.3705966472625732,-1
495,2,1,5,0,2.230381488800049,0
495,3,1,5,0,2.229404926300049,0
495,4,1,5,0,2.229160785675049,0
496,2,-1,2,0,0.6778956651687622,0
496,3,-1,2,0,0.6759425401687622,0
496,4,-1,3,0,0.6751272678375244,0
497,2,1,2,0,0.3766261339187622,0
497,3,1,2,0,0.3756495714187622,0
497,4,1,2,0,0.3749171495437622,0
498,1,1,11,0,5.547022819519043,0
498,2,1,12,-3,5.545230865478516,-3
498,2,1,12,-2,5.545719146728516,-2
498,2,1,12,0,5.541080474853516,0
498,4,1,12,0,5.544742584228516,0
499,2,2,3,0,0.8799612522125244,0
499,3,2,3,0,0.8782522678375244,0
499,4,2,3,0,0.8772757053375244,0
500,1,-1,4,0,1.5959428548812866,0
500,2,-1,4,0,1.5937455892562866,0
500,3,-1,4,0,1.5920366048812866,0
501,4,-1,7,0,3.4379794597625732,0
501,1,0,7,0,3.4399325847625732,0
502,1,1,10,0,4.98729133605957,0
502,4,2,10,0,4.98460578918457,0
503,1,1,7,0,3.3049228191375732,0
503,2,1,7,0,3.3034579753875732,0
503,3,1,7,0,3.3022372722625732,0
503,4,2,7,0,3.3015048503875732,0
504,1,0,1,0,0.14111328125,0
504,2,0,1,0,0.1416015625,0
504,4,1,1,0,0.140380859375,0
504,4,1,2,0,0.140297994017601,0
505,2,-1,8,0,3.456207036972046,0
506,2,-2,10,0,4.80687141418457,0
506,3,-2,10,0,4.80491828918457,0
506,4,-2,10,0,4.80443000793457,0
506,1,-1,10,0,4.80882453918457,0
507,1,1,7,0,3.2246005535125732,0
507,2,1,7,0,3.2184970378875732,0
507,3,1,7,-5,3.2209384441375732,-5
507,3,1,7,-1,3.2221591472625732,-1
507,3,1,7,0,3.2221591472625732,0
507,4,1,7,0,3.2216708660125732,0
508,3,-2,7,0,3.1738193035125732,0
508,4,-2,7,0,3.1735751628875732,0
508,1,-1,7,0,3.1796786785125732,0
508,2,-1,7,0,3.1762607097625732,0
509,1,1,11,0,5.394679069519043,0
509,2,1,11,0,5.393702507019043,0
509,3,1,11,0,5.392970085144043,0
510,1,0,2,0,0.4820948839187622,0
510,1,0,2,-2,0.4762355089187622,-1
510,2,0,2,0,0.4750148057937622,0
510,3,0,2,0,0.4737941026687622,0
510,4,0,2,0,0.4733058214187622,0
511,1,1,12,0,5.767642974853516,0
511,2,2,12,0,5.765689849853516,0
511,3,2,12,0,5.764957427978516,0
512,4,-2,1,0,0.1259765625,0
512,1,-1,1,0,0.139892578125,0
512,2,-1,1,0,0.133056640625,0
512,3,-1,1,0,0.128173828125,0
513,1,2,8,0,3.535796880722046,0
513,2,2,8,0,3.527984380722046,0
513,3,2,8,-1,3.522613286972046,-1
513,3,2,8,0,3.523589849472046,0
514,1,-1,12,0,5.736148834228516,0
514,2,-1,12,-3,5.730777740478516,-3
514,3,-1,12,0,5.730777740478516,0
514,4,-1,12,0,5.730045318603516,0
515,3,-2,11,0,5.304835319519043,0
515,4,-2,11,-4,5.307032585144043,-4
515,1,-1,11,0,5.306300163269043,0
516,1,1,4,0,1.8444780111312866,0
516,2,1,5,0,1.8414654731750488,0
516,3,2,4,0,1.8359330892562866,0
516,4,2,4,0,1.8378862142562866,0
517,1,-2,1,0,-0.076904296875,0
517,2,-2,1,0,-0.078369140625,0
517,3,-2,1,0,-0.079833984375,0
518,2,-2,11,0,5.201807975769043,0
518,3,-2,11,-1,5.197657585144043,-1
518,3,-2,11,0,5.197657585144043,0
519,1,1,4,0,1.8549760580062866,0
519,2,1,5,0,1.8536725044250488,0
519,4,2,4,0,1.8520463705062866,0
520,1,-1,11,0,5.228419303894043,0
520,2,-1,11,0,5.227198600769043,0
520,3,-1,11,0,5.226222038269043,0
520,4,-1,11,0,5.225977897644043,0
521,1,0,3,0,0.9983694553375244,0
521,2,0,3,0,1.0074026584625244,0
521,2,0,3,-2,0.9925100803375244,-1
521,3,0,3,0,0.9881155490875244,0
521,4,0,3,0,0.9859182834625244,0
522,1,1,6,0,2.6089606285095215,0
522,2,1,6,0,2.6072516441345215,0
524,1,0,10,0,4.76243782043457,0
524,2,0,10,0,4.75950813293457,0
524,3,0,10,0,4.75779914855957,0
524,3,0,10,1,4.75267219543457,1
524,4,0,10,0,4.75755500793457,0
525,1,1,11,0,5.224268913269043,0
525,2,2,11,-1,5.216456413269043,-1
525,3,2,11,0,5.212306022644043,0
525,4,2,11,0,5.208888053894043,0
526,3,-2,12,0,5.692935943603516,0
526,4,-2,12,0,5.691715240478516,0
526,1,-1,12,0,5.696842193603516,0
526,1,-1,12,1,5.697330474853516,1
526,2,-1,12,0,5.694400787353516,0
527,1,-1,11,0,5.436915397644043,0
527,2,-1,11,0,5.435206413269043,0
527,3,-1,11,-7,5.432765007019043,-7
527,3,-1,11,-6,5.442042350769043,-6
527,3,-1,11,-1,5.414454460144043,-1
527,3,-1,11,0,5.402979850769043,0
527,4,-1,12,0,5.432682037353516,0
528,1,-2,6,0,2.6902594566345215,0
528,2,-2,6,0,2.6887946128845215,0
528,3,-2,6,0,2.6880621910095215,0
529,2,-2,5,0,1.9222760200500488,0
529,2,-2,5,1,1.9227643013000488,1
529,3,-2,5,0,1.9212994575500488,0
530,2,1,10,0,4.85740852355957,0
530,4,2,10,0,4.85106086730957,0
531,1,0,5,0,2.159092426300049,0
531,2,0,5,0,2.157383441925049,0
531,3,0,5,-1,2.153721332550049,-1
531,3,0,5,0,2.156162738800049,0
531,4,0,5,0,2.155674457550049,0
532,1,1,12,0,5.780826568603516,0
532,3,2,12,0,5.772281646728516,0
532,4,2,12,0,5.771305084228516,0
533,1,2,11,0,5.284083366394043,0
533,2,2,11,0,5.281641960144043,0
533,3,2,11,0,5.279200553894043,0
534,1,1,7,0,3.2094638347625732,0
534,2,2,7,0,3.2079989910125732,0
534,3,2,7,0,3.2072665691375732,0
534,4,2,7,0,3.2070224285125732,0
535,3,1,2,-1,0.3883448839187622,-1
535,3,1,2,0,0.3881007432937622,0
535,4,1,2,0,0.3885890245437622,0
536,2,-2,1,0,-0.259521484375,0
536,1,-2,12,0,6.039371490478516,0
536,3,-2,12,0,6.010807037353516,0
537,1,0,7,0,3.1711337566375732,0
537,2,0,7,0,3.1699130535125732,0
537,3,0,7,0,3.1686923503875732,0
537,4,0,7,0,3.1684482097625732,0
538,1,-1,6,0,2.6336188316345215,0
538,2,-1,6,0,2.6323981285095215,0
538,3,-1,6,0,2.6314215660095215,0
539,1,0,9,0,4.238106727600098,0
539,2,0,9,0,4.235177040100098,0
539,3,0,9,0,4.234444618225098,0
540,3,-2,1,0,0.11962890625,0
540,4,-2,1,0,0.117919921875,0
540,1,-1,1,-7,0.130859375,-7
540,1,-1,1,0,0.129638671875,0
541,1,1,1,0,0.171875,0
541,2,1,1,0,0.1552734375,0
541,3,1,1,0,0.14599609375,0
541,4,1,2,0,0.142251119017601,0
542,1,1,8,0,3.701812505722046,0
542,2,1,8,0,3.700591802597046,0
542,3,1,8,0,3.699859380722046,0
543,1,0,2,0,0.6295558214187622,0
543,2,0,2,0,0.6280909776687622,0
543,3,0,2,0,0.6266261339187622,0
543,4,0,2,0,0.6258937120437622,0
544,1,1,12,0,5.782291412353516,0
544,2,1,12,0,5.781070709228516,0
544,3,2,12,0,5.779850006103516,0
544,4,2,12,0,5.779117584228516,0
545,4,0,7,0,3.4614169597625732,0
545,2,0,8,-4,3.466949224472046,-4
545,2,0,8,-3,3.464996099472046,-3
545,2,0,8,-1,3.468902349472046,-1
545,3,0,8,0,3.463287115097046,0
546,2,1,1,0,0.15478515625,0
546,3,1,1,0,0.153564453125,0
546,4,1,2,-1,0.153481587767601,-1
546,4,1,2,0,0.153481587767601,0
547,3,-2,10,-3,4.66551399230957,-3
547,3,-2,10,0,4.67112922668457,0
547,4,-2,10,0,4.67064094543457,0
547,1,-1,10,0,4.67454719543457,0
548,2,-2,6,0,2.7993903160095215,0
548,3,-2,6,0,2.7991461753845215,0
548,4,-2,6,0,2.7962164878845215,0
548,1,-1,6,0,2.8052496910095215,0
549,1,1,2,0,0.5834132432937622,0
549,2,2,2,0,0.5821925401687622,0
549,3,2,2,0,0.5814601182937622,0
549,4,2,2,0,0.5812159776687622,0
550,2,-1,10,0,4.51780891418457,0
550,3,-1,10,0,4.51683235168457,0
550,4,-1,10,0,4.51634407043457,0
551,1,0,4,0,1.6574662923812866,0
551,2,0,4,0,1.6418412923812866,0
551,3,0,4,0,1.6306108236312866,0
551,4,0,4,0,1.6252397298812866,0
552,3,-2,10,0,4.55052375793457,0
552,4,-2,10,0,4.54905891418457,0
552,4,-2,10,1,4.54881477355957,1
552,2,-1,10,0,4.55394172668457,0
553,1,-1,6,0,2.6453375816345215,0
553,2,-1,6,0,2.6431403160095215,0
553,3,-1,6,-1,2.6414313316345215,-1
554,1,-2,11,0,5.109034538269043,0
554,2,-2,11,0,5.108057975769043,0
554,3,-2,11,0,5.107325553894043,0
555,1,1,6,0,2.8496832847595215,0
555,2,1,6,0,2.7930426597595215,0
555,2,1,6,1,2.7930426597595215,1
555,3,1,6,0,2.7720465660095215,0
556,1,0,4,0,1.6940873861312866,0
556,2,0,4,0,1.6889604330062866,0
557,4,0,4,0,1.9152787923812866,0
557,2,0,5,0,1.9215435981750488,0
557,3,0,5,0,1.9178814888000488,0
558,1,0,3,-4,0.9773733615875244,-4
558,1,0,3,-2,0.9766409397125244,-2
558,1,0,3,-1,0.9876272678375244,-1
558,1,0,3,0,0.9763967990875244,0
558,2,0,3,0,0.9756643772125244,0
559,4,-2,12,0,5.724674224853516,0
559,1,-1,12,0,5.726871490478516,0
559,2,-1,12,0,5.725894927978516,0
560,1,0,9,0,4.234932899475098,0
560,2,0,9,0,4.233223915100098,0
560,3,0,9,0,4.231514930725098,0
560,4,0,9,0,4.231270790100098,0
561,3,-2,8,0,3.678863286972046,0
561,4,-2,8,0,3.678619146347046,0
561,1,-1,8,0,3.680816411972046,0
561,2,-1,8,-1,3.679839849472046,-1
562,4,0,7,0,3.5280673503875732,0
562,1,0,8,0,3.533355474472046,0
562,2,0,8,-7,3.533599615097046,-7
562,2,0,8,-6,3.536041021347046,-6
562,2,0,8,-2,3.527496099472046,-2
562,3,0,8,0,3.529205083847046,0
562,4,0,8,0,3.528472661972046,0
563,1,1,4,0,1.8554643392562866,0
563,2,1,5,-1,1.8546490669250488,-1
563,2,1,5,0,1.8548932075500488,0
563,4,2,4,0,1.8532670736312866,0
564,1,-1,10,0,4.83397102355957,0
564,2,-1,10,0,4.83250617980957,0
564,3,-1,10,0,4.83104133605957,0
564,4,-1,10,0,4.83055305480957,0
566,1,0,11,0,5.427149772644043,0
566,4,1,12,0,5.424869537353516,0
567,4,-2,5,0,2.318272113800049,0
567,1,-1,5,0,2.320469379425049,0
567,3,-1,5,0,2.318272113800049,0
568,2,-2,10,0,4.70115852355957,0
568,3,-2,10,0,4.69993782043457,0
568,1,-1,10,0,4.70311164855957,0
569,1,0,7,0,3.1176669597625732,0
569,2,0,7,0,3.1157138347625732,0
569,4,1,7,0,3.1127841472625732,0
570,1,1,8,0,3.883941411972046,0
570,3,2,8,0,3.870025396347046,0
570,3,2,8,1,3.864410161972046,1
571,1,1,12,0,5.904117584228516,0
571,2,1,12,0,5.878238677978516,0
571,3,1,12,0,5.863101959228516,0
571,4,1,12,0,5.862857818603516,0
572,1,1,3,0,1.1653616428375244,0
572,2,1,3,0,1.1631643772125244,0
572,3,1,3,-1,1.1609671115875244,-1
572,4,2,3,0,1.1597464084625244,0
573,1,1,1,0,0.22705078125,0
573,3,1,1,0,0.22216796875,0
573,4,2,2,0,0.221596822142601,0
574,1,0,12,0,5.672428131103516,0
574,3,1,12,0,5.670719146728516,0
574,4,1,12,0,5.670475006103516,0
575,1,0,10,0,4.65062141418457,0
575,2,0,10,0,4.64818000793457,0
575,3,0,10,0,4.64671516418457,0
575,4,0,10,0,4.64598274230957,0
576,1,0,12,0,5.984195709228516,0
576,3,0,12,-1,5.982242584228516,-1
576,3,0,12,0,5.982730865478516,0
577,4,-2,10,0,4.74730110168457,0
577,1,-1,10,0,4.75535774230957,0
577,2,-1,10,0,4.75169563293457,0
577,3,-1,10,0,4.74901008605957,0
578,1,-1,12,0,5.613346099853516,0
578,2,-1,12,0,5.608707427978516,0
578,3,-1,12,0,5.610172271728516,0
578,4,-1,12,0,5.609683990478516,0
579,1,0,11,0,5.459376335144043,0
579,3,0,11,-2,5.453516960144043,-2
579,4,0,12,0,5.453922271728516,0
580,1,1,11,0,5.286036491394043,0
580,2,1,11,0,5.284815788269043,0
580,3,1,11,0,5.284083366394043,0
580,4,2,11,0,5.283839225769043,0
581,1,1,12,0,5.922916412353516,0
581,2,1,12,0,5.921451568603516,0
581,3,1,12,0,5.920475006103516,0
581,4,2,1,0,-0.363037109375,0
582,1,0,11,0,5.285304069519043,0
582,4,1,11,-1,5.283839225769043,-1
582,4,1,11,0,5.280909538269043,0
582,4,1,11,-2,5.292872428894043,-1
583,4,-1,11,0,5.266261100769043,0
583,1,0,11,0,5.273341178894043,0
584,1,1,4,0,1.6516069173812866,0
584,2,1,4,-1,1.6498979330062866,-1
584,3,1,4,0,1.6486772298812866,0
584,4,1,4,0,1.6481889486312866,0
585,2,1,12,0,5.528385162353516,0
585,4,1,12,0,5.524967193603516,0
586,3,-1,10,-1,4.94383430480957,-1
586,3,-1,10,0,4.94383430480957,0
586,4,-1,10,0,4.94334602355957,0
587,4,2,8,0,3.987457036972046,0
587,2,2,9,0,3.9907922744750977,0
587,3,2,9,0,3.9888391494750977,0
588,1,-1,2,-5,0.4293605089187622,-5
588,1,-1,2,0,0.4335108995437622,0
588,1,-1,2,1,0.4325343370437622,1
588,2,-1,2,0,0.4286280870437622,0
588,3,-1,2,0,0.4254542589187622,0
588,4,-1,2,0,0.4239894151687622,0
589,1,0,2,0,0.6102687120437622,0
589,2,0,2,0,0.6090480089187622,0
589,3,0,2,0,0.6080714464187622,0
589,4,0,2,0,0.6078273057937622,0
590,2,2,9,0,4.013253211975098,0
590,3,2,9,0,4.011788368225098,0
