Event,dtPrimitive.id_r,dtPrimitive.id_eta,dtPrimitive.id_phi,dtPrimitive.phiGlb(),dtPrimitive.phiB,dtPrimitive.quality,genParticle.pt
328,3,2,12,5.981754302978516,-4.0,4,116.45218658447266
329,4,-1,6,2.9917731285095215,9.0,4,139.66368103027344
329,3,-1,7,2.9907138347625732,26.0,2,139.66368103027344
329,1,0,7,2.9938876628875732,-1.0,2,139.66368103027344
330,1,1,9,4.291329383850098,-7.0,6,124.54179382324219
330,2,1,9,4.289864540100098,-3.0,6,124.54179382324219
330,3,1,9,4.288399696350098,-3.0,5,124.54179382324219
330,4,2,9,4.287667274475098,-2.0,6,124.54179382324219
331,1,0,11,5.146876335144043,-9.0,5,113.76982116699219
331,2,0,11,5.144679069519043,-5.0,6,113.76982116699219
331,3,0,11,5.142970085144043,-4.0,6,113.76982116699219
332,1,1,3,1.0767385959625244,-13.0,5,56.461143493652344
332,2,1,3,1.0730764865875244,-11.0,6,56.461143493652344
332,3,2,3,1.0701467990875244,-11.0,3,56.461143493652344
332,4,2,3,1.0691702365875244,-3.0,6,56.461143493652344
333,1,0,9,4.061348915100098,-17.0,6,40.70366287231445
333,2,0,9,4.055977821350098,-14.0,6,40.70366287231445
334,2,2,1,-0.205322265625,4.0,3,166.8201141357422
335,4,-2,5,2.213291645050049,-1.0,5,137.6418914794922
335,1,-1,5,2.216953754425049,-6.0,6,137.6418914794922
335,2,-1,5,2.215244770050049,-2.0,6,137.6418914794922
336,1,1,10,4.78416633605957,-5.0,6,190.88589477539062
336,2,1,10,4.78294563293457,-2.0,5,190.88589477539062
336,3,1,10,4.78221321105957,-1.0,6,190.88589477539062
336,4,1,10,4.78172492980957,-1.0,6,190.88589477539062
337,3,1,7,3.2219150066375732,1.0,4,199.19192504882812
337,4,1,7,3.2216708660125732,-2.0,6,199.19192504882812
338,4,-2,2,0.3929835557937622,-2.0,6,145.8040008544922
338,1,-1,2,0.3956691026687622,-6.0,6,145.8040008544922
338,2,-1,2,0.3942042589187622,-5.0,6,145.8040008544922
338,3,-1,2,0.3934718370437622,41.0,2,145.8040008544922
339,1,1,9,4.048897743225098,-5.0,2,61.226776123046875
339,2,1,9,4.045479774475098,-28.0,2,61.226776123046875
339,3,2,9,4.042794227600098,-8.0,6,61.226776123046875
340,3,-2,2,0.7765284776687622,-1.0,6,175.39723205566406
340,4,-2,3,0.7762014865875244,2.0,6,175.39723205566406
340,1,-1,2,0.7779933214187622,-4.0,6,175.39723205566406
341,4,-1,7,3.4965732097625732,-8.0,2,174.97702026367188
341,3,-1,8,3.490142583847046,-128.0,3,174.97702026367188
342,1,-1,8,3.736480474472046,-84.0,6,9.575777053833008
342,2,-1,8,3.712798833847046,-55.0,5,9.575777053833008
342,3,-1,8,3.695953130722046,-29.0,5,9.575777053833008
342,4,-1,8,3.691558599472046,1.0,6,9.575777053833008
343,3,1,1,0.228759765625,-2.0,6,140.86923217773438
343,4,1,2,0.228432759642601,-1.0,6,140.86923217773438
344,1,2,11,5.548243522644043,-10.0,2,163.49249267578125
344,1,2,12,5.641910552978516,356.0,3,163.49249267578125
344,2,2,12,5.547428131103516,-4.0,6,163.49249267578125
345,2,-2,5,2.275303363800049,9.0,3,178.45126342773438
345,3,-2,5,2.274570941925049,-2.0,6,178.45126342773438
345,4,-2,5,2.274570941925049,1.0,6,178.45126342773438
345,1,-1,5,2.276279926300049,-3.0,6,178.45126342773438
346,4,-2,7,3.2067782878875732,18.0,3,22.220264434814453
346,1,-1,7,3.2236239910125732,-31.0,5,22.220264434814453
346,2,-1,7,3.2143466472625732,-23.0,6,22.220264434814453
346,3,-1,7,3.2084872722625732,-12.0,6,22.220264434814453
347,1,2,7,3.1784579753875732,-18.0,3,164.98443603515625
347,2,2,7,3.1777255535125732,-43.0,3,164.98443603515625
347,3,2,7,3.1772372722625732,-7.0,5,164.98443603515625
348,1,2,2,0.7953273057937622,-13.0,3,119.60027313232422
348,2,2,3,0.7942678928375244,-5.0,6,119.60027313232422
349,4,1,7,3.4926669597625732,-4.0,5,100.35723876953125
350,3,-1,2,0.4252101182937622,-115.0,6,74.45718383789062
350,4,-1,2,0.4349757432937622,-3.0,5,74.45718383789062
351,1,0,6,2.6406989097595215,-13.0,5,46.4010009765625
351,2,0,6,2.6358160972595215,-9.0,6,46.4010009765625
351,3,0,6,2.6321539878845215,-7.0,6,46.4010009765625
352,1,1,1,-0.12548828125,-37.0,5,18.49332046508789
352,2,1,1,-0.136474609375,-24.0,5,18.49332046508789
352,3,1,1,-0.142822265625,-28.0,2,18.49332046508789
352,4,1,1,-0.14599609375,-8.0,6,18.49332046508789
353,1,0,1,0.216552734375,-17.0,6,38.83592987060547
353,3,0,1,0.208740234375,-2.0,6,38.83592987060547
353,4,0,2,0.208169087767601,-1.0,6,38.83592987060547
354,1,0,7,3.2072665691375732,-11.0,6,73.90243530273438
354,2,0,7,3.2050693035125732,-7.0,5,73.90243530273438
354,3,0,7,3.2033603191375732,-3.0,6,73.90243530273438
354,4,0,7,3.2031161785125732,0.0,6,73.90243530273438
355,1,0,6,2.7996344566345215,-6.0,6,199.5290985107422
355,2,0,6,2.7986578941345215,-2.0,5,199.5290985107422
355,3,0,6,2.7979254722595215,-5.0,6,199.5290985107422
355,4,0,6,2.7976813316345215,1.0,5,199.5290985107422
356,1,2,6,2.8582282066345215,-16.0,5,57.99123764038086
357,2,1,10,4.55418586730957,-6.0,5,43.27605056762695
357,3,2,10,4.55003547668457,-10.0,6,43.27605056762695
357,4,2,10,4.54759407043457,-6.0,6,43.27605056762695
358,2,0,1,-0.2392578125,-6.0,6,134.4986572265625
358,4,0,1,-0.240966796875,0.0,5,134.4986572265625
358,1,0,12,6.044742584228516,-4.0,6,134.4986572265625
359,2,-1,8,3.704986333847046,5.0,3,92.06730651855469
359,3,-1,8,3.703033208847046,-5.0,6,92.06730651855469
359,4,-1,8,3.702056646347046,2.0,6,92.06730651855469
360,2,-2,4,1.3779252767562866,22.0,3,143.93643188476562
360,3,-2,4,1.3771928548812866,23.0,2,143.93643188476562
361,1,0,7,3.3483798503875732,-4.0,6,121.7830810546875
361,2,0,7,3.3469150066375732,-29.0,2,121.7830810546875
361,3,0,7,3.3454501628875732,-3.0,6,121.7830810546875
361,4,0,7,3.3452060222625732,0.0,6,121.7830810546875
362,1,0,10,4.58983039855957,-42.0,5,17.395843505859375
362,2,0,10,4.57859992980957,-30.0,6,17.395843505859375
362,3,0,10,4.56956672668457,-17.0,6,17.395843505859375
362,4,0,10,4.56590461730957,-4.0,6,17.395843505859375
363,1,1,10,4.73533821105957,-6.0,6,124.63080596923828
363,3,2,10,4.73289680480957,-2.0,6,124.63080596923828
364,1,-1,9,4.184639930725098,-32.0,6,25.05478858947754
364,2,-1,9,4.175850868225098,-25.0,6,25.05478858947754
364,3,-1,9,4.169503211975098,-13.0,6,25.05478858947754
365,4,-2,10,4.82347297668457,-5.0,3,61.88873291015625
365,1,-1,10,4.83030891418457,-12.0,5,61.88873291015625
365,2,-1,10,4.82664680480957,-10.0,5,61.88873291015625
365,3,-1,10,4.82444953918457,-6.0,6,61.88873291015625
366,2,1,9,4.029610633850098,-20.0,3,83.70169067382812
366,4,2,8,4.027252197265625,0.0,6,83.70169067382812
366,3,2,9,4.028145790100098,-2.0,6,83.70169067382812
367,1,0,12,5.722476959228516,-3.0,6,155.9103546142578
367,2,0,12,5.721256256103516,-3.0,6,155.9103546142578
367,3,0,12,5.720279693603516,-2.0,5,155.9103546142578
367,4,0,12,5.720035552978516,-2.0,6,155.9103546142578
368,1,0,7,3.3132236003875732,-16.0,6,53.981422424316406
368,2,0,7,3.3090732097625732,-12.0,6,53.981422424316406
368,3,0,7,3.3058993816375732,-5.0,6,53.981422424316406
368,4,0,7,3.3049228191375732,-1.0,5,53.981422424316406
369,1,0,4,1.7163041830062866,-6.0,6,136.24649047851562
369,2,0,4,1.7148393392562866,-2.0,6,136.24649047851562
369,3,0,4,1.7136186361312866,-2.0,6,136.24649047851562
369,4,0,4,1.7131303548812866,-1.0,5,136.24649047851562
370,1,-1,10,5.00999641418457,-5.0,6,140.75640869140625
370,2,-1,11,5.009181022644043,-1.0,5,140.75640869140625
371,2,-2,7,3.1166903972625732,-2.0,6,167.4124755859375
371,3,-2,7,3.1159579753875732,-1.0,5,167.4124755859375
371,1,-1,7,3.1179111003875732,-2.0,6,167.4124755859375
372,1,0,12,5.734195709228516,-9.0,6,71.3719253540039
372,2,0,12,5.731021881103516,-8.0,5,71.3719253540039
372,3,0,12,5.728580474853516,-5.0,5,71.3719253540039
373,1,1,3,1.2727835178375244,-115.0,3,171.86981201171875
373,3,1,3,1.2788870334625244,-3.0,6,171.86981201171875
373,4,1,4,1.2788041830062866,2.0,6,171.86981201171875
374,1,-1,2,0.8031398057937622,-7.0,6,144.78123474121094
374,2,-1,3,0.8025686740875244,-3.0,6,144.78123474121094
375,3,-2,6,2.7066168785095215,-20.0,3,41.75498580932617
375,4,-2,6,2.7046637535095215,32.0,2,41.75498580932617
375,1,-1,6,2.7161383628845215,-19.0,6,41.75498580932617
375,2,-1,6,2.7112555503845215,-13.0,6,41.75498580932617
376,1,1,1,-0.055908203125,-26.0,6,21.656383514404297
376,2,2,1,-0.06396484375,-19.0,3,21.656383514404297
376,3,2,1,-0.0673828125,-8.0,5,21.656383514404297
376,4,2,1,-0.06982421875,-4.0,5,21.656383514404297
377,1,-2,10,4.85203742980957,5.0,3,161.86354064941406
377,2,-2,10,4.85106086730957,-3.0,6,161.86354064941406
377,3,-2,10,4.85032844543457,-2.0,6,161.86354064941406
378,1,1,6,2.8396735191345215,-6.0,6,145.34185791015625
378,3,1,6,2.8374762535095215,-3.0,6,145.34185791015625
378,4,2,6,2.8372321128845215,3.0,5,145.34185791015625
379,1,1,4,1.5505326986312866,-15.0,4,147.19583129882812
379,2,1,4,1.5485795736312866,-3.0,6,147.19583129882812
379,3,2,4,1.5473588705062866,1.0,6,147.19583129882812
379,4,2,4,1.5471147298812866,-2.0,6,147.19583129882812
380,1,-1,2,0.7589503526687622,-5.0,6,119.64202880859375
380,3,-1,2,0.7562648057937622,-2.0,6,119.64202880859375
380,4,-1,3,0.7561819553375244,0.0,6,119.64202880859375
381,2,-2,8,3.771880865097046,-3.0,3,27.111135482788086
381,4,-2,8,3.764068365097046,-11.0,5,27.111135482788086
381,1,-1,8,3.781646490097046,-31.0,6,27.111135482788086
382,2,-1,10,4.54442024230957,-18.0,5,23.120689392089844
382,3,-1,10,4.53929328918457,-10.0,6,23.120689392089844
382,4,-1,10,4.53709602355957,13.0,2,23.120689392089844
383,3,-1,8,3.562408208847046,1.0,3,176.6370849609375
383,4,-1,8,3.561919927597046,-2.0,6,176.6370849609375
383,1,0,8,3.563873052597046,-3.0,4,176.6370849609375
384,2,-1,12,5.588687896728516,-3.0,6,118.82550048828125
384,3,-1,12,5.587711334228516,1.0,6,118.82550048828125
385,1,0,10,4.71849250793457,-5.0,6,165.00881958007812
385,3,1,10,4.71580696105957,-1.0,3,165.00881958007812
386,1,2,11,5.193995475769043,-4.0,3,156.4149627685547
386,3,2,11,5.192530632019043,-3.0,5,156.4149627685547
387,1,-2,1,-0.083984375,-150.0,6,6.050200939178467
387,2,-2,1,-0.123291015625,-73.0,6,6.050200939178467
387,3,-2,1,-0.14111328125,-29.0,2,6.050200939178467
388,1,1,5,2.041660785675049,-7.0,6,143.57040405273438
388,3,2,5,2.039463520050049,0.0,6,143.57040405273438
388,4,2,5,2.039219379425049,-3.0,6,143.57040405273438
389,2,-1,9,4.164864540100098,-2.0,5,143.68807983398438
389,3,-1,9,4.163399696350098,-1.0,6,143.68807983398438
389,4,-1,9,4.162911415100098,-1.0,6,143.68807983398438
390,1,1,2,0.7538233995437622,-41.0,3,17.514177322387695
390,3,2,2,0.7421046495437622,-2.0,6,17.514177322387695
390,4,2,3,0.7422659397125244,1.0,6,17.514177322387695
391,4,-2,2,0.4798976182937622,22.0,3,73.23091125488281
391,1,-1,2,0.4862452745437622,-9.0,6,73.23091125488281
391,2,-1,2,0.4835597276687622,-8.0,5,73.23091125488281
392,4,-1,6,2.9463629722595215,5.0,2,69.45094299316406
392,2,-1,7,2.9560458660125732,-6.0,6,69.45094299316406
392,3,-1,7,2.9543368816375732,-1.0,6,69.45094299316406
393,1,2,10,4.96190071105957,-1.0,5,157.7945098876953
393,3,2,10,4.96043586730957,-4.0,4,157.7945098876953
393,2,2,11,4.961329460144043,-9.0,2,157.7945098876953
394,3,-1,7,3.4113681316375732,-12.0,2,6.198439121246338
394,4,-1,7,3.4108798503875732,12.0,2,6.198439121246338
394,2,-1,8,3.431792974472046,-86.0,5,6.198439121246338
395,1,0,8,3.908843755722046,-7.0,6,123.33861541748047
395,3,0,8,3.906158208847046,-3.0,6,123.33861541748047
395,4,0,8,3.905914068222046,3.0,2,123.33861541748047
396,1,0,2,0.4864894151687622,-43.0,6,18.25266456604004
396,2,0,2,0.4742823839187622,-29.0,6,18.25266456604004
396,3,0,2,0.4640284776687622,-24.0,6,18.25266456604004
396,4,0,2,0.4581691026687622,-18.0,6,18.25266456604004
397,4,-1,7,3.4870517253875732,-1.0,6,129.94705200195312
397,2,-1,8,3.488677740097046,-3.0,6,129.94705200195312
397,3,-1,8,3.487457036972046,-2.0,6,129.94705200195312
398,1,0,6,2.8057379722595215,-12.0,6,74.69182586669922
398,2,0,6,2.8032965660095215,-7.0,6,74.69182586669922
398,3,0,6,2.8015875816345215,-4.0,6,74.69182586669922
398,4,0,6,2.8010993003845215,0.0,6,74.69182586669922
399,1,1,12,5.685123443603516,-4.0,6,168.62576293945312
399,2,1,12,5.683902740478516,-1.0,5,168.62576293945312
399,3,1,12,5.682926177978516,-3.0,6,168.62576293945312
399,4,1,12,5.682437896728516,14.0,2,168.62576293945312
400,1,1,8,3.960113286972046,-12.0,6,64.66768646240234
400,4,1,8,3.954009771347046,-21.0,2,64.66768646240234
400,2,1,9,3.9575891494750977,-8.0,6,64.66768646240234
401,3,-2,2,0.3234034776687622,-2.0,5,113.5493392944336
402,4,1,5,2.419346332550049,-1.0,6,177.95736694335938
402,3,1,6,2.4199957847595215,-3.0,6,177.95736694335938
403,4,-1,4,1.8549760580062866,-1.0,6,95.77740478515625
403,2,-1,5,1.8578228950500488,-5.0,6,95.77740478515625
404,1,0,10,4.58958625793457,-6.0,6,149.8746337890625
404,2,0,10,4.58812141418457,-5.0,6,149.8746337890625
404,3,0,10,4.58690071105957,-4.0,6,149.8746337890625
404,4,0,10,4.58616828918457,-1.0,5,149.8746337890625
405,1,0,7,3.1418368816375732,0.0,2,121.95347595214844
405,2,0,7,3.1396396160125732,-4.0,6,121.95347595214844
405,3,0,7,3.1381747722625732,-4.0,6,121.95347595214844
405,4,0,7,3.1374423503875732,-6.0,5,121.95347595214844
406,1,0,4,1.4975541830062866,-11.0,6,58.784610748291016
406,2,0,4,1.4943803548812866,14.0,2,58.784610748291016
406,3,0,4,1.4909623861312866,-8.0,6,58.784610748291016
406,4,0,4,1.4897416830062866,-4.0,6,58.784610748291016
407,2,1,3,0.8570120334625244,-34.0,6,13.765122413635254
407,3,1,3,0.8477346897125244,-13.0,5,13.765122413635254
407,4,1,3,0.8465139865875244,4.0,6,13.765122413635254
408,3,-2,2,0.5677882432937622,-2.0,6,155.93960571289062
408,4,-2,2,0.5677882432937622,0.0,6,155.93960571289062
408,1,-1,2,0.5699855089187622,-3.0,5,155.93960571289062
409,3,-1,5,2.251865863800049,-4.0,6,139.9556884765625
409,4,-1,5,2.251133441925049,21.0,3,139.9556884765625
409,1,0,5,2.255283832550049,19.0,2,139.9556884765625
410,1,1,2,0.6351710557937622,-18.0,6,42.11704635620117
410,2,2,2,0.6307765245437622,-12.0,6,42.11704635620117
410,3,2,2,0.6278468370437622,-11.0,4,42.11704635620117
410,4,2,2,0.6268702745437622,2.0,5,42.11704635620117
411,2,-2,11,5.094630241394043,-4.0,6,91.15971374511719
411,3,-2,11,5.093165397644043,-3.0,5,91.15971374511719
411,4,-2,11,5.092677116394043,22.0,2,91.15971374511719
411,1,-1,11,5.096827507019043,20.0,2,91.15971374511719
412,1,1,10,4.69163703918457,-4.0,5,185.47166442871094
412,2,1,10,4.68895149230957,37.0,4,185.47166442871094
412,3,1,10,4.68968391418457,-3.0,6,185.47166442871094
413,3,-2,11,5.124415397644043,32.0,2,64.53932189941406
413,4,-2,11,5.122706413269043,-4.0,5,64.53932189941406
413,1,-1,11,5.130274772644043,-14.0,6,64.53932189941406
413,2,-1,11,5.126856803894043,-10.0,5,64.53932189941406
414,1,1,5,2.012852191925049,-35.0,3,132.25856018066406
414,2,1,5,2.011387348175049,-3.0,5,132.25856018066406
414,3,1,5,2.009922504425049,-2.0,6,132.25856018066406
414,4,1,5,2.009190082550049,-2.0,6,132.25856018066406
415,1,0,1,0.107421875,-7.0,5,110.52940368652344
415,2,0,1,0.10595703125,-3.0,6,110.52940368652344
415,3,0,1,0.10498046875,-2.0,6,110.52940368652344
415,4,0,1,0.1044921875,-2.0,5,110.52940368652344
416,1,1,2,0.7169581651687622,-43.0,6,16.93370246887207
416,2,1,2,0.7047511339187622,-36.0,6,16.93370246887207
416,3,1,2,0.6964503526687622,-12.0,2,16.93370246887207
416,4,2,3,0.6922171115875244,-4.0,6,16.93370246887207
417,1,1,7,3.1618564128875732,-35.0,3,69.38121032714844
417,3,1,7,3.1567294597625732,-5.0,6,69.38121032714844
417,4,1,7,3.1552646160125732,-32.0,3,69.38121032714844
418,1,0,7,3.3073642253875732,-2.0,5,174.9169464111328
418,2,0,7,3.3061435222625732,-2.0,5,174.9169464111328
418,3,0,7,3.3054111003875732,-32.0,2,174.9169464111328
419,1,1,10,4.92503547668457,-4.0,6,171.3636016845703
419,3,1,10,4.92308235168457,-3.0,6,171.3636016845703
419,4,1,10,4.92259407043457,0.0,6,171.3636016845703
420,3,-2,11,5.283839225769043,-2.0,6,198.09378051757812
420,4,-2,11,5.283350944519043,-4.0,6,198.09378051757812
420,1,-1,11,5.285059928894043,-3.0,6,198.09378051757812
421,1,-1,2,0.4137355089187622,-20.0,6,40.12738800048828
421,2,-1,2,0.4086085557937622,-10.0,6,40.12738800048828
421,3,-1,2,0.4047023057937622,-11.0,6,40.12738800048828
421,4,-1,2,0.4029933214187622,-7.0,6,40.12738800048828
422,1,0,4,1.6406205892562866,-4.0,6,147.47604370117188
422,2,0,4,1.6393998861312866,-1.0,6,147.47604370117188
422,3,0,4,1.6381791830062866,0.0,5,147.47604370117188
422,4,0,4,1.6374467611312866,-3.0,6,147.47604370117188
423,3,-2,12,5.660953521728516,-57.0,5,182.3504638671875
423,4,-2,12,5.658512115478516,-3.0,5,182.3504638671875
423,1,-1,12,5.660953521728516,-6.0,6,182.3504638671875
424,1,0,6,2.6387457847595215,-8.0,5,89.02262878417969
424,2,0,6,2.6365485191345215,-7.0,6,89.02262878417969
424,3,0,6,2.6345953941345215,-3.0,5,89.02262878417969
424,4,0,6,2.6338629722595215,-3.0,6,89.02262878417969
425,1,0,12,5.641910552978516,-5.0,6,134.50804138183594
425,2,0,12,5.640445709228516,-4.0,6,134.50804138183594
425,3,0,12,5.639225006103516,-1.0,6,134.50804138183594
426,1,0,6,2.8584723472595215,-14.0,6,54.66913986206055
426,3,0,6,2.8513922691345215,-4.0,5,54.66913986206055
427,1,-2,4,1.4604448080062866,5.0,3,116.80818939208984
427,2,-2,4,1.4594682455062866,-2.0,6,116.80818939208984
427,3,-2,4,1.4582475423812866,-2.0,6,116.80818939208984
428,1,-1,2,0.8304835557937622,-13.0,5,54.26368713378906
428,2,-1,3,0.8277151584625244,-8.0,5,54.26368713378906
428,4,-1,3,0.8245413303375244,13.0,2,54.26368713378906
429,1,0,5,2.217197895050049,-3.0,6,148.35452270507812
429,2,0,5,2.215733051300049,-3.0,6,148.35452270507812
429,3,0,5,2.211338520050049,-84.0,5,148.35452270507812
429,4,0,5,2.214512348175049,15.0,2,148.35452270507812
430,1,2,1,-0.120849609375,-15.0,3,81.51065826416016
430,2,2,1,-0.122802734375,-3.0,5,81.51065826416016
430,3,2,1,-0.12451171875,-5.0,5,81.51065826416016
431,2,-2,9,4.293770790100098,-2.0,4,168.9615020751953
431,3,-2,9,4.292794227600098,3.0,5,168.9615020751953
431,4,-2,9,4.292550086975098,1.0,6,168.9615020751953
431,1,-1,9,4.294747352600098,-3.0,6,168.9615020751953
432,2,-1,4,1.4186967611312866,-5.0,6,130.2882537841797
432,3,-1,4,1.4179643392562866,-1.0,5,130.2882537841797
432,4,-1,4,1.4172319173812866,-1.0,5,130.2882537841797
433,1,1,5,2.109776020050049,-5.0,6,174.0573272705078
433,2,2,5,2.108555316925049,-5.0,5,174.0573272705078
433,3,2,5,2.107822895050049,-1.0,6,174.0573272705078
433,4,2,5,2.107334613800049,-4.0,6,174.0573272705078
434,1,1,3,0.9610159397125244,-29.0,6,25.871742248535156
434,2,2,3,0.9529592990875244,-17.0,6,25.871742248535156
434,3,2,3,0.9470999240875244,-8.0,6,25.871742248535156
434,4,2,3,0.9449026584625244,-4.0,6,25.871742248535156
435,1,1,11,5.208399772644043,-11.0,3,122.23050689697266
435,2,1,11,5.207423210144043,-11.0,2,122.23050689697266
435,3,1,11,5.205958366394043,-10.0,3,122.23050689697266
435,4,1,11,5.205714225769043,-7.0,5,122.23050689697266
436,1,0,9,4.442940711975098,-2.0,6,179.52206420898438
436,3,0,9,4.441231727600098,20.0,3,179.52206420898438
436,2,0,10,4.44236946105957,-1.0,6,179.52206420898438
436,4,0,10,4.44163703918457,12.0,3,179.52206420898438
437,1,-1,11,5.110987663269043,-7.0,6,150.79690551757812
437,3,-1,11,5.108790397644043,0.0,6,150.79690551757812
437,4,-1,11,5.108546257019043,3.0,5,150.79690551757812
438,1,1,2,0.7906886339187622,-35.0,2,151.96270751953125
438,3,2,2,0.7887355089187622,-34.0,2,151.96270751953125
438,2,2,3,0.7893850803375244,-2.0,6,151.96270751953125
438,4,2,3,0.7881643772125244,-2.0,6,151.96270751953125
439,1,1,7,3.0654208660125732,-9.0,5,64.8360366821289
439,2,1,7,3.0627353191375732,-8.0,6,64.8360366821289
439,3,1,7,3.0598056316375732,7.0,5,64.8360366821289
439,4,1,7,3.0593173503875732,-3.0,6,64.8360366821289
440,4,-2,4,1.3547319173812866,-5.0,5,42.00104904174805
440,2,-1,4,1.3598588705062866,-9.0,5,42.00104904174805
441,1,-1,2,0.8024073839187622,-11.0,5,58.02029800415039
441,2,-1,3,0.7993948459625244,-10.0,5,58.02029800415039
441,4,-1,3,0.7964651584625244,0.0,5,58.02029800415039
443,2,1,6,2.6844000816345215,-14.0,6,40.4704704284668
443,3,1,6,2.6809821128845215,-7.0,5,40.4704704284668
443,4,1,6,2.6802496910095215,3.0,6,40.4704704284668
444,2,1,9,4.188057899475098,-2.0,6,107.10028839111328
444,4,1,9,4.186104774475098,-1.0,5,107.10028839111328
445,1,0,9,4.417305946350098,-2.0,6,177.48318481445312
445,4,1,10,4.42894172668457,170.0,2,177.48318481445312
446,2,-1,10,4.84056282043457,-11.0,6,47.22897720336914
446,3,-1,10,4.83763313293457,-8.0,6,47.22897720336914
446,4,-1,10,4.83616828918457,13.0,3,47.22897720336914
447,4,0,4,1.9321244955062866,0.0,6,164.03431701660156
447,2,0,5,1.9271588325500488,-85.0,5,164.03431701660156
447,3,0,5,1.9457135200500488,-488.0,2,164.03431701660156
448,1,-2,4,1.6486772298812866,-14.0,3,136.92677307128906
448,2,-2,4,1.6474565267562866,-5.0,6,136.92677307128906
448,3,-2,4,1.6462358236312866,-1.0,6,136.92677307128906
449,2,0,5,1.9291119575500488,-17.0,3,59.24181365966797
449,3,0,5,1.9271588325500488,-8.0,5,59.24181365966797
450,3,-2,2,0.4330226182937622,-5.0,3,48.71467971801758
450,4,-2,2,0.4322901964187622,-2.0,6,48.71467971801758
450,1,-1,2,0.4398585557937622,-14.0,6,48.71467971801758
450,2,-1,2,0.4493800401687622,114.0,3,48.71467971801758
451,3,-2,6,2.5391364097595215,-11.0,6,26.25203514099121
451,4,-2,6,2.5362067222595215,-4.0,6,26.25203514099121
451,1,-1,6,2.5542731285095215,-44.0,2,26.25203514099121
452,1,0,5,2.132969379425049,-24.0,5,30.42205810546875
452,2,0,5,2.119297504425049,89.0,3,30.42205810546875
453,1,0,6,2.9109625816345215,-11.0,6,77.62881469726562
453,2,0,7,2.9091708660125732,7.0,5,77.62881469726562
453,4,1,6,2.9043707847595215,-20.0,3,77.62881469726562
454,1,2,8,3.734283208847046,-4.0,6,177.5362548828125
454,2,2,8,3.733306646347046,0.0,5,177.5362548828125
454,3,2,8,3.732818365097046,3.0,4,177.5362548828125
455,1,2,1,0.178955078125,-4.0,6,144.2637176513672
455,2,2,1,0.171142578125,-260.0,2,144.2637176513672
455,3,2,1,0.177001953125,-3.0,6,144.2637176513672
456,1,0,11,5.214259147644043,-23.0,6,33.29983139038086
456,2,0,11,5.207911491394043,-17.0,6,33.29983139038086
457,2,-1,3,1.2185842990875244,-11.0,6,43.0478401184082
457,3,-1,3,1.2151663303375244,-10.0,6,43.0478401184082
457,4,-1,4,1.2123979330062866,-43.0,5,43.0478401184082
458,4,-2,8,3.548492193222046,-6.0,5,64.7081069946289
458,1,-1,8,3.556792974472046,-13.0,6,64.7081069946289
458,2,-1,8,3.553130865097046,-11.0,5,64.7081069946289
458,3,-1,8,3.550445318222046,-18.0,2,64.7081069946289
459,1,-1,6,2.6516852378845215,34.0,3,189.54669189453125
459,3,-1,6,2.6497321128845215,-2.0,5,189.54669189453125
459,4,-1,6,2.6497321128845215,1.0,6,189.54669189453125
460,2,-2,2,0.3273097276687622,-26.0,3,27.295053482055664
460,3,-2,2,0.3234034776687622,-7.0,5,27.295053482055664
460,4,-2,2,0.3212062120437622,19.0,5,27.295053482055664
461,1,1,5,2.045567035675049,-6.0,6,126.84598541259766
461,3,2,5,2.042393207550049,-2.0,5,126.84598541259766
461,4,2,5,2.041904926300049,4.0,5,126.84598541259766
462,1,1,12,5.977848052978516,-2.0,5,154.86988830566406
462,4,2,1,-0.3076171875,-3.0,6,154.86988830566406
462,3,2,12,5.975650787353516,-1.0,5,154.86988830566406
463,2,1,3,0.8257620334625244,-4.0,6,85.58246612548828
463,4,1,3,0.8233206272125244,-1.0,6,85.58246612548828
464,4,0,7,3.4597079753875732,-2.0,6,47.846435546875
464,2,0,8,3.464263677597046,-10.0,6,47.846435546875
465,1,1,3,0.9991018772125244,-21.0,6,53.294769287109375
465,2,1,3,0.9939749240875244,-10.0,5,53.294769287109375
465,3,1,3,0.9898245334625244,-8.0,5,53.294769287109375
466,1,1,6,2.6228766441345215,-27.0,2,43.255409240722656
466,3,2,6,2.6153082847595215,-4.0,6,43.255409240722656
466,4,2,6,2.6135993003845215,-6.0,6,43.255409240722656
467,1,0,3,1.3257620334625244,-8.0,6,62.430110931396484
467,2,0,4,1.3225053548812866,-9.0,6,62.430110931396484
467,4,0,4,1.3193315267562866,-3.0,6,62.430110931396484
468,2,2,12,5.890689849853516,-11.0,5,74.18766021728516
468,3,2,12,5.889469146728516,-4.0,6,74.18766021728516
468,4,2,12,5.888980865478516,-1.0,6,74.18766021728516
469,1,0,5,2.146885395050049,-9.0,6,66.2002182006836
469,2,0,5,2.143711566925049,-11.0,5,66.2002182006836
469,3,0,5,2.142002582550049,-2.0,5,66.2002182006836
469,4,0,5,2.141514301300049,1.0,6,66.2002182006836
470,1,1,12,5.668277740478516,-5.0,5,168.98069763183594
470,2,1,12,5.667057037353516,-4.0,5,168.98069763183594
470,3,1,12,5.666568756103516,-1.0,6,168.98069763183594
470,4,2,12,5.666324615478516,-1.0,6,168.98069763183594
471,1,2,8,3.828521490097046,-162.0,6,3.5156049728393555
