Event,dtPrimitive.id_r,dtPrimitive.id_eta,dtPrimitive.id_phi,dtPrimitive.phiGlb(),dtPrimitive.phiB,dtPrimitive.quality,genParticle.pt
881,3,2,1,-0.072509765625,-17.0,6,16.057865142822266
881,4,2,1,-0.07666015625,14.0,2,16.057865142822266
882,1,2,2,0.7845851182937622,-2.0,6,171.95523071289062
882,3,2,2,0.7826319932937622,-6.0,2,171.95523071289062
882,2,2,3,0.7835257053375244,-1.0,6,171.95523071289062
883,1,0,10,4.84544563293457,-6.0,6,121.84622955322266
883,2,0,10,4.84373664855957,-42.0,2,121.84622955322266
883,3,0,10,4.84227180480957,-1.0,6,121.84622955322266
883,4,0,10,4.84153938293457,-41.0,2,121.84622955322266
884,1,-1,1,-0.009033203125,-7.0,6,140.7252655029297
884,2,-1,1,-0.010986328125,30.0,3,140.7252655029297
884,3,-1,1,-0.011962890625,-2.0,5,140.7252655029297
884,4,-1,1,-0.012451171875,1.0,6,140.7252655029297
885,2,-2,11,5.261134147644043,-68.0,5,7.601229667663574
885,3,-2,11,5.243067741394043,-25.0,6,7.601229667663574
885,4,-2,11,5.240138053894043,49.0,2,7.601229667663574
885,1,-1,11,5.291895866394043,-107.0,6,7.601229667663574
886,4,-2,8,4.020904541015625,-2.0,6,45.4549674987793
886,2,-1,9,4.024727821350098,-9.0,6,45.4549674987793
886,3,-1,9,4.022286415100098,-2.0,6,45.4549674987793
887,1,2,12,5.772037506103516,-223.0,3,3.5273244380950928
887,2,2,12,5.744205474853516,55.0,6,3.5273244380950928
888,1,1,1,0.087890625,-8.0,6,79.2976303100586
888,2,1,1,0.08544921875,-6.0,6,79.2976303100586
888,3,1,1,0.0830078125,-3.0,6,79.2976303100586
888,4,1,1,0.082275390625,9.0,2,79.2976303100586
889,2,-2,8,3.662261724472046,-1.0,5,157.1182861328125
889,3,-2,8,3.661529302597046,-1.0,6,157.1182861328125
890,1,-1,7,3.2936923503875732,-4.0,6,117.3800277709961
890,2,-1,7,3.2914950847625732,-5.0,6,117.3800277709961
890,3,-1,7,3.2902743816375732,-5.0,5,117.3800277709961
890,4,-1,7,3.2897861003875732,1.0,2,117.3800277709961
891,1,2,8,3.821441411972046,-24.0,5,22.912691116333008
891,2,2,8,3.813140630722046,-19.0,5,22.912691116333008
891,3,2,8,3.807769536972046,-48.0,2,22.912691116333008
892,1,1,7,3.0461337566375732,-3.0,2,113.8307876586914
892,2,1,7,3.0444247722625732,-2.0,2,113.8307876586914
892,3,2,7,3.0434482097625732,-4.0,5,113.8307876586914
893,2,-1,1,-0.263427734375,-8.0,5,185.06600952148438
893,4,-1,1,-0.264404296875,-1.0,6,185.06600952148438
893,1,-1,12,6.020816802978516,-2.0,6,185.06600952148438
893,3,-1,12,6.018863677978516,-1.0,5,185.06600952148438
894,1,1,3,1.3223440647125244,-12.0,6,64.52702331542969
894,2,1,4,1.3198198080062866,-8.0,6,64.52702331542969
894,4,2,4,1.3164018392562866,-19.0,3,64.52702331542969
895,3,-2,8,3.875640630722046,-11.0,5,23.423749923706055
895,4,-2,8,3.873199224472046,-8.0,6,23.423749923706055
895,1,-1,8,3.890533208847046,-14.0,2,23.423749923706055
896,1,0,3,1.1216604709625244,-4.0,6,197.63668823242188
896,2,0,3,1.1206839084625244,-37.0,2,197.63668823242188
896,3,0,3,1.1199514865875244,0.0,6,197.63668823242188
896,4,0,3,1.1194632053375244,0.0,6,197.63668823242188
897,1,0,3,0.9925100803375244,-6.0,6,90.7291488647461
897,2,0,3,0.9900686740875244,4.0,2,90.7291488647461
897,4,1,3,0.9871389865875244,-4.0,6,90.7291488647461
898,1,0,1,0.132080078125,116.0,5,112.43910217285156
898,2,0,1,0.10693359375,-6.0,5,112.43910217285156
898,3,0,1,0.10546875,-3.0,6,112.43910217285156
898,4,0,1,0.1044921875,-2.0,6,112.43910217285156
899,1,0,11,5.253565788269043,-7.0,6,130.39683532714844
899,2,0,11,5.251856803894043,0.0,5,130.39683532714844
899,3,0,11,5.249903678894043,-2.0,6,130.39683532714844
899,4,0,11,5.249415397644043,-1.0,6,130.39683532714844
900,1,-1,3,1.0137503147125244,-3.0,5,188.3726806640625
900,2,-1,3,1.0130178928375244,17.0,2,188.3726806640625
900,3,-1,3,1.0120413303375244,-2.0,6,188.3726806640625
900,4,-1,3,1.0115530490875244,1.0,5,188.3726806640625
901,1,0,8,3.817291021347046,-1.0,6,177.0161895751953
901,2,0,8,3.816314458847046,-4.0,6,177.0161895751953
901,3,0,8,3.815337896347046,25.0,2,177.0161895751953
901,4,0,8,3.815093755722046,0.0,6,177.0161895751953
902,1,1,10,4.56395149230957,-25.0,2,35.88471984863281
902,2,1,10,4.55638313293457,-19.0,6,35.88471984863281
902,4,2,10,4.54930305480957,-4.0,6,35.88471984863281
903,3,-1,12,5.682193756103516,-6.0,6,105.36524200439453
903,4,-1,12,5.681217193603516,-5.0,6,105.36524200439453
904,1,1,10,4.66917610168457,-12.0,6,85.8923110961914
904,2,1,10,4.66649055480957,-8.0,6,85.8923110961914
904,3,1,10,4.67601203918457,43.0,3,85.8923110961914
904,4,1,10,4.66356086730957,0.0,3,85.8923110961914
905,1,1,2,0.4164210557937622,3.0,3,124.37212371826172
905,2,1,2,0.4152003526687622,-4.0,5,124.37212371826172
905,3,1,2,0.4139796495437622,0.0,6,124.37212371826172
906,1,1,7,3.4225986003875732,-50.0,5,137.55067443847656
906,4,1,7,3.4116122722625732,1.0,5,137.55067443847656
906,2,1,8,3.413482427597046,-3.0,6,137.55067443847656
907,1,0,12,5.692691802978516,-3.0,6,194.01025390625
907,2,0,12,5.691715240478516,-3.0,4,194.01025390625
907,4,0,12,5.690494537353516,1.0,6,194.01025390625
908,3,-2,4,1.3789018392562866,0.0,6,165.45361328125
908,2,-1,4,1.3798784017562866,-4.0,6,165.45361328125
909,1,0,7,3.1723544597625732,-20.0,6,28.807294845581055
909,2,0,7,3.1652743816375732,-17.0,6,28.807294845581055
909,3,0,7,3.1601474285125732,-9.0,6,28.807294845581055
909,4,0,7,3.1584384441375732,0.0,5,28.807294845581055
910,2,1,11,5.042872428894043,-28.0,2,156.1121063232422
910,4,2,10,5.04149055480957,-19.0,2,156.1121063232422
910,3,2,11,5.041895866394043,-2.0,6,156.1121063232422
911,1,1,11,5.140772819519043,-6.0,6,157.17669677734375
911,2,2,11,5.121485710144043,-180.0,3,157.17669677734375
911,3,2,11,5.138819694519043,-2.0,6,157.17669677734375
912,1,1,10,4.67039680480957,-41.0,5,19.720304489135742
912,2,1,10,4.66111946105957,-50.0,2,19.720304489135742
912,3,2,10,4.65233039855957,-15.0,6,19.720304489135742
912,4,2,10,4.64915657043457,-7.0,6,19.720304489135742
913,4,2,2,0.2845851182937622,-4.0,2,49.927608489990234
914,1,-1,10,4.97117805480957,-17.0,6,35.44477462768555
914,3,-1,10,4.96263313293457,-8.0,6,35.44477462768555
914,4,-1,10,4.96068000793457,-4.0,4,35.44477462768555
914,2,-1,11,4.966456413269043,-11.0,5,35.44477462768555
915,1,1,10,4.78685188293457,-30.0,6,24.94901466369629
915,2,1,10,4.77879524230957,-12.0,5,24.94901466369629
915,3,1,10,4.77195930480957,-16.0,6,24.94901466369629
916,4,-2,10,4.61546516418457,-5.0,6,22.103778839111328
916,1,-1,10,4.63719367980957,-38.0,5,22.103778839111328
916,2,-1,10,4.62693977355957,-25.0,6,22.103778839111328
917,4,-2,11,5.344141960144043,-4.0,6,11.720281600952148
917,1,-1,11,5.377345085144043,-58.0,5,11.720281600952148
917,2,-1,11,5.360011100769043,-46.0,6,11.720281600952148
918,1,2,1,0.210693359375,-31.0,3,194.51165771484375
918,3,2,1,0.209228515625,-3.0,5,194.51165771484375
919,4,-2,4,1.5073198080062866,7.0,3,194.5201416015625
919,1,-1,4,1.5095170736312866,0.0,5,194.5201416015625
919,3,-1,4,1.5078080892562866,-2.0,6,194.5201416015625
920,1,0,10,4.57371711730957,-5.0,2,69.82447814941406
920,2,0,10,4.57054328918457,-4.0,2,69.82447814941406
920,4,1,10,4.56834602355957,-3.0,6,69.82447814941406
921,3,-2,5,2.158604145050049,-10.0,5,33.20379638671875
921,4,-2,5,2.156406879425049,-9.0,5,33.20379638671875
921,1,-1,5,2.170811176300049,-25.0,6,33.20379638671875
921,2,-1,5,2.163731098175049,-15.0,6,33.20379638671875
922,2,-2,1,-0.229736328125,-6.0,6,99.50265502929688
922,4,-2,1,-0.230712890625,-2.0,6,99.50265502929688
922,1,-1,12,6.055240631103516,-2.0,2,99.50265502929688
923,1,1,7,3.1076571941375732,-5.0,6,156.61395263671875
923,2,1,7,3.1064364910125732,-2.0,6,156.61395263671875
923,3,1,7,3.1052157878875732,-4.0,6,156.61395263671875
923,4,1,7,3.1047275066375732,-2.0,5,156.61395263671875
924,1,1,2,0.7113429307937622,-169.0,6,4.811389446258545
924,2,2,2,0.6603175401687622,-95.0,3,4.811389446258545
924,3,2,2,0.6346827745437622,-36.0,6,4.811389446258545
925,3,-2,2,0.7726222276687622,-7.0,6,30.916723251342773
925,2,-2,3,0.7762014865875244,-14.0,5,30.916723251342773
926,1,1,6,2.8789801597595215,-7.0,6,94.6432876586914
926,2,1,7,2.8769443035125732,-4.0,5,94.6432876586914
926,3,2,6,2.8755621910095215,-3.0,5,94.6432876586914
926,4,2,6,2.8753180503845215,0.0,5,94.6432876586914
927,3,1,5,2.291660785675049,-3.0,6,117.26524353027344
927,4,1,5,2.291172504425049,-2.0,5,117.26524353027344
928,1,1,6,2.7149176597595215,-10.0,6,77.6243667602539
928,2,1,6,2.6782965660095215,-343.0,3,77.6243667602539
928,3,1,6,2.7102789878845215,4.0,2,77.6243667602539
928,4,2,6,2.7097907066345215,-2.0,6,77.6243667602539
929,2,-1,12,5.776432037353516,-8.0,3,126.3841552734375
929,3,-1,12,5.775211334228516,-3.0,6,126.3841552734375
929,4,-1,12,5.774967193603516,4.0,5,126.3841552734375
930,1,-2,9,4.483468055725098,-3.0,6,119.59576416015625
930,2,-2,10,4.48240852355957,-3.0,6,119.59576416015625
931,1,1,1,0.185546875,-19.0,3,82.10183715820312
931,2,1,1,0.18310546875,-17.0,3,82.10183715820312
931,3,1,1,0.18115234375,-2.0,6,82.10183715820312
931,4,1,2,0.180337056517601,0.0,6,82.10183715820312
932,3,-2,5,2.334385395050049,-2.0,5,158.2483367919922
932,4,-2,5,2.333652973175049,-2.0,6,158.2483367919922
932,1,-1,5,2.336094379425049,-3.0,6,158.2483367919922
933,1,-1,9,4.362862586975098,-5.0,6,149.5130157470703
933,2,-1,9,4.361153602600098,-6.0,5,149.5130157470703
934,2,-2,12,5.688053131103516,-15.0,3,44.95431137084961
934,3,-2,12,5.685367584228516,-4.0,5,44.95431137084961
934,4,-2,12,5.683414459228516,-3.0,5,44.95431137084961
934,1,-1,12,5.693180084228516,-17.0,5,44.95431137084961
935,1,-2,4,1.6381791830062866,-9.0,3,64.75965118408203
935,2,-2,4,1.6352494955062866,-8.0,6,64.75965118408203
935,3,-2,4,1.6328080892562866,-3.0,5,64.75965118408203
936,1,1,3,1.1372854709625244,-4.0,6,183.25392150878906
936,2,1,3,1.1358206272125244,-3.0,6,183.25392150878906
936,3,1,3,1.1350882053375244,-3.0,6,183.25392150878906
936,4,1,3,1.1348440647125244,1.0,6,183.25392150878906
937,4,-1,1,-0.311767578125,10.0,2,58.26722717285156
937,3,-1,12,5.971744537353516,-4.0,6,58.26722717285156
937,1,0,12,5.976871490478516,-13.0,6,58.26722717285156
938,3,-2,8,3.770416021347046,1.0,6,142.66744995117188
938,4,-2,8,3.770171880722046,1.0,6,142.66744995117188
938,1,-1,8,3.772369146347046,-3.0,6,142.66744995117188
938,2,-1,8,3.771148443222046,-3.0,5,142.66744995117188
939,1,0,6,2.6695075035095215,-9.0,5,88.3792495727539
939,2,0,6,2.6673102378845215,-5.0,5,88.3792495727539
939,4,1,6,2.6646246910095215,-1.0,6,88.3792495727539
940,2,-2,7,3.0710361003875732,-15.0,3,40.88975143432617
940,3,-2,7,3.0678622722625732,-8.0,6,40.88975143432617
940,4,-2,7,3.0661532878875732,-1.0,6,40.88975143432617
940,1,-1,7,3.0764071941375732,-15.0,6,40.88975143432617
941,4,1,4,1.8981889486312866,-2.0,4,169.18466186523438
941,2,1,5,1.9000592231750488,-5.0,6,169.18466186523438
941,3,1,5,1.8990826606750488,-1.0,2,169.18466186523438
942,1,0,1,-0.0673828125,-5.0,4,135.70729064941406
942,2,0,1,-0.069091796875,-4.0,6,135.70729064941406
942,3,0,1,-0.0703125,-3.0,6,135.70729064941406
942,4,0,1,-0.071044921875,-1.0,5,135.70729064941406
943,3,-2,4,1.5668901205062866,2.0,3,159.45521545410156
943,1,-1,4,1.5695756673812866,-5.0,6,159.45521545410156
943,2,-1,4,1.5681108236312866,1.0,5,159.45521545410156
944,2,0,1,-0.205322265625,-7.0,6,70.727783203125
944,4,0,1,-0.209716796875,-2.0,5,70.727783203125
945,1,-1,11,5.191554069519043,-51.0,6,12.929805755615234
945,2,-1,11,5.176173210144043,-41.0,6,12.929805755615234
945,3,-1,11,5.164210319519043,-26.0,5,12.929805755615234
945,4,-1,11,5.159327507019043,-3.0,6,12.929805755615234
946,1,-2,1,0.283935546875,-74.0,6,9.700623512268066
946,3,-2,1,0.253662109375,-28.0,2,9.700623512268066
946,2,-2,2,0.2652980089187622,-41.0,5,9.700623512268066
947,1,0,2,0.6073390245437622,-67.0,5,11.489188194274902
947,2,0,2,0.5863429307937622,-54.0,5,11.489188194274902
947,3,0,2,0.5704737901687622,-35.0,6,11.489188194274902
947,4,0,2,0.5648585557937622,-41.0,5,11.489188194274902
948,2,-2,1,-0.255126953125,-1.0,6,117.1220703125
948,1,-2,12,6.029361724853516,-7.0,6,117.1220703125
948,3,-2,12,6.027164459228516,12.0,2,117.1220703125
949,2,2,7,3.0673739910125732,-1.0,6,183.5338134765625
949,3,2,7,3.0668857097625732,-1.0,5,183.5338134765625
950,1,0,5,1.9877057075500488,-2.0,6,158.02198791503906
950,2,0,5,1.9862408638000488,-4.0,6,158.02198791503906
950,3,0,5,1.9855084419250488,-4.0,6,158.02198791503906
950,4,0,5,1.9852643013000488,1.0,6,158.02198791503906
951,1,1,2,0.4371730089187622,-1.0,6,145.10986328125
951,3,2,2,0.4347316026687622,-3.0,6,145.10986328125
951,4,2,2,0.4342433214187622,0.0,5,145.10986328125
952,2,-2,5,2.135410785675049,-4.0,5,65.05612182617188
952,3,-2,5,2.133701801300049,-6.0,6,65.05612182617188
952,4,-2,5,2.132481098175049,-5.0,5,65.05612182617188
952,1,-1,5,2.137852191925049,-8.0,5,65.05612182617188
953,1,0,12,5.776676177978516,17.0,3,199.3070526123047
953,2,0,12,5.776187896728516,-8.0,2,199.3070526123047
953,3,0,12,5.775211334228516,0.0,6,199.3070526123047
953,4,0,12,5.774967193603516,1.0,5,199.3070526123047
954,1,1,9,4.252999305725098,-4.0,5,144.6992950439453
954,2,1,9,4.252022743225098,-32.0,2,144.6992950439453
954,4,2,9,4.250557899475098,0.0,6,144.6992950439453
955,2,2,5,2.045567035675049,-6.0,6,135.46575927734375
955,3,2,5,2.044346332550049,-26.0,2,135.46575927734375
956,1,-1,8,3.684234380722046,-9.0,3,97.07527923583984
956,2,-1,8,3.682769536972046,-9.0,2,97.07527923583984
956,3,-1,8,3.680816411972046,-3.0,6,97.07527923583984
956,4,-1,8,3.680328130722046,-2.0,6,97.07527923583984
957,4,2,7,3.4848544597625732,-26.0,2,107.0068130493164
957,2,2,8,3.487212896347046,-5.0,5,107.0068130493164
957,3,2,8,3.485992193222046,-7.0,6,107.0068130493164
958,4,-2,2,0.4777003526687622,-2.0,6,136.3932647705078
958,1,-1,2,0.4808741807937622,-7.0,6,136.3932647705078
958,2,-1,2,0.4791651964187622,-6.0,6,136.3932647705078
959,1,0,10,4.60814094543457,-6.0,6,193.76589965820312
959,2,0,10,4.60667610168457,-2.0,6,193.76589965820312
959,3,0,10,4.60569953918457,3.0,2,193.76589965820312
959,4,0,10,4.60521125793457,-2.0,5,193.76589965820312
960,3,-2,6,2.8345465660095215,-1.0,6,64.6645278930664
961,3,-2,7,3.3850009441375732,-1.0,6,70.15880584716797
961,4,-2,7,3.3842685222625732,2.0,2,70.15880584716797
961,1,-1,7,3.3891513347625732,23.0,2,70.15880584716797
962,1,1,10,4.63401985168457,-8.0,6,112.4735336303711
962,2,1,10,4.63231086730957,-10.0,3,112.4735336303711
962,3,1,10,4.63133430480957,-1.0,5,112.4735336303711
962,4,1,10,4.63060188293457,-7.0,5,112.4735336303711
963,1,1,7,3.4074618816375732,-5.0,6,154.5496368408203
963,3,1,7,3.4055087566375732,-34.0,2,154.5496368408203
963,2,1,8,3.406402349472046,-2.0,6,154.5496368408203
964,1,0,9,4.398262977600098,-3.0,6,145.8927459716797
964,3,0,9,4.395821571350098,-2.0,4,145.8927459716797
965,2,-2,4,1.7304643392562866,-2.0,6,113.45259094238281
965,3,-2,4,1.7289994955062866,9.0,5,113.45259094238281
965,4,-2,4,1.7287553548812866,-4.0,6,113.45259094238281
965,1,-1,4,1.7321733236312866,-6.0,6,113.45259094238281
966,2,-2,7,2.9594638347625732,0.0,5,186.34539794921875
966,3,-2,7,2.9589755535125732,17.0,2,186.34539794921875
967,1,0,1,-0.10546875,-242.0,5,3.5030786991119385
967,2,0,1,-0.127685546875,214.0,6,3.5030786991119385
968,2,-1,9,4.383370399475098,2.0,2,154.24874877929688
968,3,-1,9,4.380440711975098,51.0,5,154.24874877929688
968,4,-1,10,4.38231086730957,20.0,2,154.24874877929688
969,1,1,4,1.8681596517562866,-51.0,2,49.64452362060547
969,4,2,4,1.8620561361312866,24.0,2,49.64452362060547
969,2,2,5,1.8636822700500488,-8.0,6,49.64452362060547
970,1,1,11,5.427393913269043,-27.0,5,30.428119659423828
970,2,1,11,5.419825553894043,-18.0,6,30.428119659423828
970,3,1,11,5.414210319519043,-12.0,6,30.428119659423828
971,1,1,12,5.711978912353516,-7.0,6,100.40106964111328
971,2,1,12,5.709781646728516,-6.0,6,100.40106964111328
971,3,2,12,5.708072662353516,1.0,2,100.40106964111328
971,4,2,12,5.707340240478516,-8.0,6,100.40106964111328
972,3,-1,7,3.2009189128875732,-8.0,5,30.36475372314453
972,4,-1,7,3.1989657878875732,-4.0,6,30.36475372314453
972,1,0,7,3.2138583660125732,-37.0,2,30.36475372314453
973,3,-2,11,5.419581413269043,-4.0,6,54.166385650634766
973,4,-2,12,5.430728912353516,42.0,3,54.166385650634766
973,1,-1,11,5.425929069519043,-13.0,6,54.166385650634766
973,2,-1,11,5.422022819519043,-8.0,4,54.166385650634766
974,1,0,8,3.667388677597046,-6.0,6,113.26756286621094
974,2,0,8,3.665923833847046,-5.0,5,113.26756286621094
974,3,0,8,3.664947271347046,-2.0,6,113.26756286621094
975,1,0,3,1.3316214084625244,-6.0,6,86.7395248413086
975,2,0,4,1.3295854330062866,-8.0,6,86.7395248413086
975,4,0,4,1.3271440267562866,-2.0,6,86.7395248413086
976,3,-2,3,1.2615530490875244,-2.0,5,121.2032241821289
977,1,1,2,0.4090968370437622,-15.0,6,48.01063919067383
977,2,1,2,0.4051905870437622,-8.0,6,48.01063919067383
977,3,2,2,0.4022608995437622,-14.0,3,48.01063919067383
977,4,2,2,0.4020167589187622,0.0,6,48.01063919067383
978,1,1,10,4.70237922668457,-6.0,6,119.08856201171875
978,2,1,10,4.70115852355957,-3.0,6,119.08856201171875
978,3,2,10,4.69944953918457,-19.0,3,119.08856201171875
979,1,-1,10,4.92210578918457,-6.0,6,90.33338165283203
979,3,-1,10,4.91893196105957,-4.0,5,90.33338165283203
979,4,-1,10,4.91844367980957,-1.0,6,90.33338165283203
980,1,1,8,3.764800786972046,-40.0,6,22.3430118560791
980,2,1,8,3.754302740097046,-23.0,6,22.3430118560791
980,3,1,8,3.747710943222046,-14.0,6,22.3430118560791
980,4,1,8,3.745269536972046,-4.0,6,22.3430118560791
981,2,-1,10,4.50633430480957,-4.0,5,155.48385620117188
982,1,1,9,4.180245399475098,-10.0,6,71.99790954589844
982,2,1,9,4.177315711975098,-9.0,6,71.99790954589844
982,4,2,9,4.174874305725098,-1.0,6,71.99790954589844
983,1,1,8,3.707183599472046,-4.0,5,138.90858459472656
983,2,1,8,3.705962896347046,0.0,6,138.90858459472656
983,3,1,8,3.704742193222046,-3.0,5,138.90858459472656
983,4,1,8,3.704498052597046,-20.0,2,138.90858459472656
984,2,-1,10,4.54539680480957,-5.0,5,90.15605926513672
984,3,-1,10,4.54393196105957,-4.0,6,90.15605926513672
984,4,-1,10,4.54344367980957,2.0,5,90.15605926513672
985,1,-1,9,4.438790321350098,-8.0,6,100.83309936523438
985,3,-1,9,4.434639930725098,-5.0,6,100.83309936523438
985,4,-1,10,4.43406867980957,-5.0,5,100.83309936523438
986,1,0,12,6.064029693603516,-124.0,6,6.348018169403076
986,4,1,1,-0.2509765625,52.0,3,6.348018169403076
986,3,1,12,6.019840240478516,-7.0,2,6.348018169403076
987,1,-1,10,4.58372688293457,14.0,2,83.6497573852539
987,2,-1,10,4.58079719543457,-6.0,6,83.6497573852539
987,3,-1,10,4.57908821105957,0.0,6,83.6497573852539
987,4,-1,10,4.57835578918457,-8.0,3,83.6497573852539
988,4,-1,10,4.55272102355957,-3.0,6,80.0812759399414
988,2,0,10,4.55540657043457,-7.0,6,80.0812759399414
989,1,1,5,2.176182270050049,-16.0,3,88.16771697998047
989,2,1,5,2.174229145050049,-9.0,6,88.16771697998047
989,3,1,5,2.172276020050049,-5.0,6,88.16771697998047
989,4,1,5,2.171299457550049,-2.0,6,88.16771697998047
990,1,1,11,5.257960319519043,-6.0,6,125.52200317382812
990,2,1,11,5.256251335144043,-35.0,3,125.52200317382812
990,3,1,11,5.255030632019043,-1.0,6,125.52200317382812
990,4,1,11,5.254298210144043,-4.0,5,125.52200317382812
991,1,-1,6,2.7383551597595215,-112.0,3,6.578981399536133
991,2,-1,6,2.7088141441345215,-88.0,6,6.578981399536133
991,3,-1,6,2.6902594566345215,-6.0,6,6.578981399536133
991,4,-1,6,2.6924567222595215,13.0,6,6.578981399536133
992,2,0,10,4.49876594543457,-22.0,6,24.48984146118164
992,4,0,10,4.48900032043457,-9.0,6,24.48984146118164
993,1,-2,8,3.637359380722046,14.0,3,104.62114715576172
993,2,-2,8,3.636138677597046,-3.0,6,104.62114715576172
993,3,-2,8,3.635162115097046,1.0,5,104.62114715576172
994,2,-2,9,4.345772743225098,-4.0,3,172.2793731689453
994,3,-2,9,4.345040321350098,-4.0,6,172.2793731689453
994,1,-1,9,4.346505165100098,-4.0,6,172.2793731689453
995,1,-1,6,2.6582770347595215,-20.0,6,32.571510314941406
995,2,-1,6,2.6519293785095215,-17.0,6,32.571510314941406
995,3,-1,6,2.6472907066345215,-7.0,6,32.571510314941406
995,4,-1,6,2.6458258628845215,0.0,6,32.571510314941406
996,1,1,9,4.371895790100098,-9.0,6,66.64044952392578
996,2,1,9,4.369454383850098,-5.0,6,66.64044952392578
996,3,1,9,4.367501258850098,-1.0,6,66.64044952392578
996,4,1,10,4.36717414855957,3.0,2,66.64044952392578
997,1,-1,10,5.02147102355957,-9.0,2,126.84770202636719
997,4,-1,10,5.01805305480957,1.0,6,126.84770202636719
997,2,-1,11,5.019679069519043,-13.0,5,126.84770202636719
998,4,-1,1,-0.292236328125,0.0,6,169.70579528808594
998,1,-1,12,5.992496490478516,-4.0,6,169.70579528808594
998,3,-1,12,5.991031646728516,-3.0,6,169.70579528808594
999,1,-2,5,2.372959613800049,-193.0,3,4.21663236618042
1000,2,1,6,2.6304450035095215,-20.0,6,26.461421966552734
1000,3,1,6,2.6245856285095215,-8.0,6,26.461421966552734
1000,4,1,6,2.6223883628845215,-27.0,3,26.461421966552734
1001,1,0,2,0.5724269151687622,-14.0,5,60.77717590332031
1001,2,0,2,0.5692530870437622,-6.0,6,60.77717590332031
1001,3,0,2,0.5668116807937622,-5.0,6,60.77717590332031
1001,4,0,2,0.5658351182937622,1.0,6,60.77717590332031
1002,1,1,9,4.219063758850098,-60.0,6,13.431493759155273
1002,3,2,9,4.191231727600098,-21.0,5,13.431493759155273
1002,4,2,9,4.185372352600098,-16.0,6,13.431493759155273
1003,2,-2,1,-0.259765625,-14.0,5,34.17039108276367
1003,1,-2,12,6.028629302978516,-17.0,6,34.17039108276367
1003,3,-2,12,6.019351959228516,-7.0,6,34.17039108276367
1004,1,0,5,2.340488910675049,-112.0,5,6.542375564575195
1004,3,0,5,2.289463520050049,-12.0,6,6.542375564575195
1004,4,0,5,2.292393207550049,33.0,6,6.542375564575195
1005,1,-1,10,4.70799446105957,-6.0,6,149.93470764160156
1005,2,-1,10,4.70604133605957,-2.0,6,149.93470764160156
1005,3,-1,10,4.70482063293457,28.0,2,149.93470764160156
1006,1,1,6,2.6172614097595215,-22.0,6,30.841732025146484
1006,2,1,6,2.6106696128845215,-14.0,6,30.841732025146484
1006,3,2,6,2.6065192222595215,-9.0,4,30.841732025146484
1006,4,2,6,2.6045660972595215,1.0,5,30.841732025146484
1007,2,-2,12,5.870426177978516,-64.0,5,7.111261367797852
1007,3,-2,12,5.852359771728516,-33.0,6,7.111261367797852
1007,4,-2,12,5.848209381103516,11.0,6,7.111261367797852
1007,1,-1,12,5.903873443603516,-124.0,2,7.111261367797852
1008,3,-2,10,4.86522102355957,-2.0,2,167.33689880371094
1008,4,-2,10,4.86497688293457,-2.0,6,167.33689880371094
1008,1,-1,10,4.86693000793457,-3.0,3,167.33689880371094
1009,1,-1,9,4.364083290100098,-5.0,6,172.10848999023438
1009,2,-1,9,4.362862586975098,-2.0,6,172.10848999023438
1009,3,-1,9,4.362130165100098,-1.0,5,172.10848999023438
1010,1,1,9,4.300850868225098,-6.0,6,127.50880432128906
1010,2,1,9,4.299630165100098,-5.0,6,127.50880432128906
1010,3,1,9,4.298653602600098,-2.0,6,127.50880432128906
1011,1,-2,5,2.190830707550049,2.0,3,186.79348754882812
1011,2,-2,5,2.189854145050049,-3.0,4,186.79348754882812
1011,3,-2,5,2.189365863800049,-3.0,6,186.79348754882812
1012,2,0,1,-0.18798828125,-5.0,6,105.10493469238281
1013,1,0,8,3.817291021347046,-1.0,6,164.25807189941406
1013,2,0,8,3.816314458847046,-4.0,6,164.25807189941406
1013,3,0,8,3.815093755722046,0.0,6,164.25807189941406
1013,4,0,8,3.814849615097046,0.0,6,164.25807189941406
1014,4,-2,4,1.3447221517562866,-2.0,6,19.307723999023438
1014,1,-1,3,1.3628714084625244,-35.0,2,19.307723999023438
1014,1,-1,4,1.4555619955062866,317.0,3,19.307723999023438
1014,2,-1,4,1.3530229330062866,-25.0,5,19.307723999023438
1015,4,-2,6,2.9783453941345215,-11.0,2,57.36553192138672
1015,2,-2,7,2.9824130535125732,-12.0,5,57.36553192138672
1015,3,-2,7,2.9799716472625732,-8.0,6,57.36553192138672
1016,4,-1,12,5.513980865478516,-3.0,6,67.08965301513672
1017,4,-2,2,0.3995753526687622,-2.0,6,92.60929107666016
1017,1,-1,2,0.4039698839187622,-7.0,6,92.60929107666016
1018,2,-2,6,2.7029547691345215,-1.0,6,163.61460876464844
1018,3,-2,6,2.7022223472595215,8.0,2,163.61460876464844
1018,4,-2,6,2.7017340660095215,-17.0,2,163.61460876464844
1018,1,-1,6,2.7041754722595215,-19.0,2,163.61460876464844
1019,3,2,11,5.459864616394043,1.0,6,109.23651123046875
1020,1,0,5,2.340733051300049,-9.0,6,90.6691665649414
1020,3,0,5,2.337070941925049,-4.0,6,90.6691665649414
1020,4,0,5,2.336582660675049,-1.0,6,90.6691665649414
1021,2,1,10,4.67259407043457,-2.0,5,140.21820068359375
1021,3,1,10,4.67137336730957,-1.0,6,140.21820068359375
1021,4,1,10,4.67064094543457,-30.0,2,140.21820068359375
